ChEBI_ID,Name,Definition,Stars,Category
CHEBI:44811,2-O-acetyl-1-O-hexadecyl-sn-glycero-3-phosphocholine,"A 2-acetyl-1-alkyl-<em>sn</em>-glycero-3-phosphocholine betaine which has hexadecyl as the alkyl group. PAF is a potent phospholipid activator and mediator of many leukocyte functions, including platelet aggregation, inflammation, and anaphylaxis.",,Metabolite
CHEBI:456215,adenosine 5'-monophosphate(2-),A nucleoside 5'-monophosphate(2−) that results from the removal of two protons from the phosphate group of adenosine 5'-monophosphate (AMP).,,Metabolite
CHEBI:456216,ADP(3-),A nucleoside 5'-diphosphate(3−) arising from deprotonation of all three diphosphate OH groups of adenosine 5'-diphosphate (ADP); major species present at pH 7.3.,,Metabolite
CHEBI:45815,N-octanoylsphingosine,An <em>N</em>-acylsphingosine in which the ceramide <em>N</em>-acyl group is specified as octanoyl.,,Metabolite
CHEBI:46398,UTP(4-),A nucleoside triphosphate(4−) obtained by global deprotonation of the triphosphate OH groups of UTP; major species present at pH 7.3.,,Metabolite
CHEBI:46858,L-tyrosine residue,,,Metabolite
CHEBI:46898,cholesteryl oleate,The (<i>Z</i>)-stereoisomer of  cholesteryl octadec-9-enoate.,,Metabolite
CHEBI:46911,L-ornithinium(1+),A polar amino acid zwitterion of <small>L</small>-ornithine.,,Metabolite
CHEBI:46979,N-acetylsphingosine,A <em>N</em>-acylsphingosine that has an acetamido group at position 2.,,Metabolite
CHEBI:47777,"1,3-diglyceride",,,Metabolite
CHEBI:47788,3-oxo steroid,Any oxo steroid where an oxo substituent is located at position 3.,,Metabolite
CHEBI:48775,cadmium(2+),,,Metabolite
CHEBI:48828,cobalt(2+),,,Metabolite
CHEBI:48939,"(25R)-5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol",,,Metabolite
CHEBI:48940,"(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al","The (25<i>R</i>)-diastereomer of 3α,7α,12α-trihydroxy-5β-cholestan-26-al.",,Metabolite
CHEBI:49172,"1,2-diglyceride",,,Metabolite
CHEBI:49547,caesium(1+),,,Metabolite
CHEBI:49713,lithium(1+),,,Metabolite
CHEBI:49786,nickel(2+),A nickel cation in which the nickel carries a double positive charge.,,Metabolite
CHEBI:49847,rubidium(1+),,,Metabolite
CHEBI:49883,tetra-mu3-sulfido-tetrairon,An Fe<small><sub>4</sub></small>S<small><sub>4</sub></small> iron-sulfur cluster in which each sulfur is attached to three of the iron atoms.,,Cofactor
CHEBI:50004,cis-stilbene oxide,,,Metabolite
CHEBI:50014,"(R,R)-hydrobenzoin",,,Metabolite
CHEBI:50058,L-cystine residue,A cystine residue in which both stereocentres have <small>L</small> (= <i>R</i>) configuration.,,Metabolite
CHEBI:50169,brexanolone,A 3-hydroxy-5α-pregnan-20-one in which the hydroxy group at position 3 has α-configuration. It is a metabolite of the sex hormone progesterone and used for the treatment of postpartum depression in women.,,Metabolite
CHEBI:507393,taurine zwitterion,The zwitterion formed from taurine by transfer of a proton from the sulfonyl to the amino group.  It is the major species existing at physiological pH.,,Ion
CHEBI:52323,"1,2-dioleoylglycerol",,,Metabolite
CHEBI:52333,"1,2-dioleoyl-sn-glycerol","A 1,2-diacyl-<em>sn</em>-glycerol in which the acyl groups at positions 1 and 2 are specified as oleoyl.",,Metabolite
CHEBI:52392,2-arachidonoylglycerol,An endocannabinoid and an endogenous agonist of the cannabinoid receptors (CB1 and CB2). It is an ester formed from omega-6-arachidonic acid and glycerol.,,Metabolite
CHEBI:52639,N-acylsphingosine,"The parent compounds of the ceramide family, composed of sphingosine having an unspecified fatty acyl group attached to the nitrogen.",,Metabolite
CHEBI:52961,N-tetracosanoylsphinganine,"An <em>N</em>-(1,2-saturated acyl)sphinganine having a tetracosanoyl group attached to the nitrogen atom.",,Metabolite
CHEBI:52962,N-hexacosanoylsphinganine,A dihydroceramide compound having a hexacosanoyl group attached to the nitrogen atom.,,Metabolite
CHEBI:533015,"3,3',5-triiodo-L-thyronine zwitterion","The amino acid zwitterion formed from 3,3',5-triiodo-<small>L</small>-thyronine by tranfer of a proton from the carboxy group to the amino group. It is the major species at pH 7.3.",,Ion
CHEBI:53604,O-(N-acetyl-alpha-D-galactosaminyl)-L-serine residue,An <small>L</small>-α-amino acid residue derived from <em>O</em>-(<em>N</em>-acetyl-α-<small>D</small>-galactosaminyl)-<small>L</small>-serine.,,Metabolite
CHEBI:53753,triolein,A triglyceride formed by esterification of the three hydroxy groups of glycerol with oleic acid. Triolein is one of the two components of Lorenzo's oil.,,Metabolite
CHEBI:566274,malonaldehyde,"A dialdehyde that is propane substituted by two oxo groups at the terminal carbon atoms respectively. A biomarker of oxidative damage to lipids caused by smoking, it exists <em>in vivo</em> mainly in the enol form.",,Metabolite
CHEBI:57259,2-deoxy-alpha-D-ribose 1-phosphate(2-),Dianion of 2-deoxy-α-<small>D</small>-ribose 1-phosphate.,,Metabolite
CHEBI:57261,"3,3',5'-triiodo-L-thyronine zwitterion","Zwitterionic form of 3,3',5'-triiodo-<small>L</small>-thyronine.",,Ion
CHEBI:57262,3-sn-phosphatidyl-L-serine(1-),"A singly-charged anionic phospholipid that is the conjugate base of 1,2-diacyl-<em>sn</em>-glycero-3-phosphoserine, in which the carboxy and phosphate groups are anionic and the amino group is cationic; major species at pH 7.3.",,Metabolite
CHEBI:57273,GDP-beta-L-fucose(2-),A nucleotide-sugar oxoanion resulting from the removal of both of the hydrogens from the diphosphate group of GDP-β-<small>L</small>-fucose.,,Metabolite
CHEBI:57286,acetoacetyl-CoA(4-),A 3-oxoacyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate OH groups of acetoacetyl-CoA.,,Metabolite
CHEBI:57287,coenzyme A(4-),Tetraanion of coenzyme A.,,Cofactor
CHEBI:57288,acetyl-CoA(4-),"An acyl-CoA(4−) that is the tetraanion of acetyl-CoA, arising from deprotonation of the phosphate and diphosphate OH groups.",,Metabolite
CHEBI:57305,glycine zwitterion,An amino acid zwitterion arising from transfer of a proton from the carboxy to the amino group of glycine.,,Neurotransmitter
CHEBI:57312,"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA(4-)","An acyl-CoA(4−) that is the tetraanion of (2<i>S</i>,3<i>S</i>)-3-hydroxy-2-methylbutanoyl-CoA, arising from deprotonation of the phosphate and diphosphate OH groups.",,Metabolite
CHEBI:57316,(S)-3-hydroxybutanoyl-CoA(4-),Tetraanion of (<i>S</i>)-3-hydroxybutanoyl-CoA arising from deprotonation of the phosphate and diphosphate OH groups.,,Metabolite
CHEBI:57318,(S)-3-hydroxyacyl-CoA(4-),The tetraanion of an (<i>S</i>)-3-hydroxyacyl-CoA compound.,,Metabolite
CHEBI:57330,trans-dodec-2-enoyl-CoA(4-),Tetraanion of <i>trans</i>-dodec-2-enoyl-CoA arising from deprotonation of phosphate and diphosphate functions.,,Metabolite
CHEBI:57332,crotonoyl-CoA(4-),Tetraanion of crotonoyl-CoA arising from deprotonation of phosphate and diphosphate functions.,,Metabolite
CHEBI:57335,2-methylacetoacetyl-CoA(4-),"An acyl-CoA(4−) that is the tetraanion of 2-methylacetoacetyl-CoA, arising from deprotonation of phosphate and diphosphate functions.",,Metabolite
CHEBI:57338,isobutyryl-CoA(4-),"A short chain fatty acyl-CoA(4−) that is the tetraanion of isobutyryl-CoA, arising from deprotonation of phosphate and diphosphate functions.",,Metabolite
CHEBI:57345,isovaleryl-CoA(4-),A short chain fatty acyl-CoA(4−) that is the tetraanion of isovaleryl-CoA arising from deprotonation of phosphate and diphosphate functions.,,Metabolite
CHEBI:57349,3-oxopalmitoyl-CoA(4-),An acyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate OH groups of 3-oxopalmitoyl-CoA.,,Metabolite
CHEBI:57363,gamma-linolenoyl-CoA(4-),An octadecatrienoyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate functions of γ-linolenoyl-CoA.,,Metabolite
CHEBI:57368,arachidonoyl-CoA(4-),An acyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate functions of arachidonoyl-CoA.,,Metabolite
CHEBI:57371,butyryl-CoA(4-),"An acyl-CoA(4−) that is the tetraanion of butyryl-CoA, arising from deprotonation of phosphate and diphosphate functions.",,Metabolite
CHEBI:57375,lauroyl-CoA(4-),An acyl-CoA(4−) arising from deprotonation of phosphate and diphosphate functions of lauroyl-CoA; major species at pH 7.3.,,Metabolite
CHEBI:57378,glutaryl-CoA(5-),"An acyl-CoA oxoanion that is the pentaanion of glutaryl-CoA arising from deprotonation of phosphate, diphosphate and carboxylic acid functions.",,Metabolite
CHEBI:57379,palmitoyl-CoA(4-),A saturated fatty acyl-CoA(4−) that is palmitoyl-CoA in which the phosphate and diphosphate groups have been deprotonated to give the corresponding tetra-anion.,,Metabolite
CHEBI:57380,icosanoyl-CoA(4-),Tetraanion of icosanoyl-CoA arising from deprotonation of phosphate and diphosphate functions.,,Metabolite
CHEBI:57383,linoleoyl-CoA(4-),An octadecadienoyl-CoA(4−) resulting from the deprotonation of phosphate and diphosphate functions of linoleoyl-CoA.,,Metabolite
CHEBI:57384,malonyl-CoA(5-),"Pentaanion of malonyl-CoA arising from deprotonation of phosphate, diphosphate and carboxylic acid functions.",,Metabolite
CHEBI:57385,myristoyl-CoA(4-),"An acyl-CoA oxoanion that is the tetraanion of myristoyl-CoA, arising from deprotonation of phosphate and diphosphate functions.",,Metabolite
CHEBI:57386,octanoyl-CoA(4-),"An acyl-CoA(4−) that is the tetraanion of octanoyl-CoA, arising from deprotonation of phosphate and diphosphate functions.",,Metabolite
CHEBI:57387,oleoyl-CoA(4-),An octadecenoyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate functions of oleoyl-CoA.,,Metabolite
CHEBI:57389,pentanoyl-CoA(4-),"An acyl-CoA(4−) that is the tetranion of pentanoyl-CoA, arising from deprotonation of phosphate and diphosphate functions.",,Metabolite
CHEBI:57391,phytanoyl-CoA(4-),A multi-methyl-branched fatty acyl-CoA(4−) arising from deprotonation of phosphate and diphosphate functions of phytanoyl-CoA .,,Metabolite
CHEBI:57394,stearoyl-CoA(4-),An acyl-CoA(4-) arising from deprotonation of phosphate and diphosphate functions of stearoyl-CoA.,,Metabolite
CHEBI:57404,prostaglandin F2alpha(1-),"A prostaglandin carboxylic acid anion that is the conjugate base of prostaglandin F<small><sub>2α</sub></small>, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:57405,prostaglandin H2(1-),Conjugate base of prostaglandin H<small><sub>2</sub></small>.,,Metabolite
CHEBI:57406,prostaglandin D2(1-),"A prostaglandin carboxylic acid anion that is the conjugate base of prostaglandin D<small><sub>2</sub></small>., obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:57409,15(S)-HETE(1-),A polyunsaturated hydroxy fatty acid anion that is the conjugate base of 15(<i>S</i>)-HETE.,,Metabolite
CHEBI:57410,15-oxo-ETE(1-),A polyunsaturated oxo fatty acid anion that is the conjugate base of 15-oxo-ETE.,,Metabolite
CHEBI:57427,L-leucine zwitterion,Zwitterionic form of <small>L</small>-leucine.,,Ion
CHEBI:57445,thromboxane A2(1-),Conjugate base of thromboxane A<small><sub>2</sub></small> arising from deprotonation of the carboxylic acid function.,,Metabolite
CHEBI:57446,15(S)-HPETE(1-),Conjugate base of 15(<i>S</i>)-HPETE arising from deprotonation of the carboxylic acid function.,,Metabolite
CHEBI:57450,5(S)-HPETE(1-),Conjugate base of 5(<i>S</i>)-HPETE arising from deprotonation of the carboxylic acid function.,,Metabolite
CHEBI:57453,"(6S)-5,6,7,8-tetrahydrofolate(2-)","Dianion of (6<i>S</i>)-5,6,7,8-tetrahydrofolic acid arising from deprotonation of both carboxylic acid functions.",,Metabolite
CHEBI:57455,"(6R)-5,10-methenyltetrahydrofolate","A dicarboxylic acid anion arising from deprotonation of both carboxylic acid functions of (6<i>R</i>)-5,10-methenyltetrahydrofolic acid.",,Metabolite
CHEBI:57463,leukotriene A4(1-),The leukotriene anion that is the conjugate base of leukotriene A<small><sub>4</sub></small> arising from deprotonation of the carboxylic acid group. Major microspecies at pH 7.3.,,Metabolite
CHEBI:57476,L-homoserine zwitterion,Zwitterionic form of <small>L</small>-homoserine.,,Ion
CHEBI:57499,2-oxoadipate(2-),Dianion of 2-oxoadipic acid arising from deprotonation of both carboxylic acid groups.,,Metabolite
CHEBI:57502,nicotinate D-ribonucleotide(2-),Dianion of nicotinic acid <small>D</small>-ribonucleotide arising from deprotonation of carboxylic acid and phosphate functions.,,Metabolite
CHEBI:57518,1-palmitoyl-sn-glycerol 3-phosphate(2-),Dianion of 1-palmitoyl-<em>sn</em>-glycerol 3-phosphate arising from deprotonation of both OH groups of the phosphate.,,Metabolite
CHEBI:57524,O-phosphonato-L-serine(2-),An <em>O</em>-phosphonatooxyserine(2−) that is the conjugate base of <em>O</em>-phospho-<small>L</small>-serine.,,Metabolite
CHEBI:57539,"1D-myo-inositol 3,4,5,6-tetrakisphosphate(8-)","Octaanion of 1<small>D</small>-<i>myo</i>-inositol 3,4,5,6-tetrakisphosphate arising from global deprotonation of the acidic phosphate OH groups.",,Metabolite
CHEBI:57540,NAD(1-),An anionic form of nicotinamide adenine dinucleotide arising from deprotonation of the two OH groups of the diphosphate moiety.,,Cofactor
CHEBI:57560,long-chain fatty acid anion,A fatty acid anion with a chain length of C<small><sub>13</sub></small> to C<small><sub>22</sub></small>.,,Ion
CHEBI:57562,(R)-2-hydroxyoctadecanoate,A 2-hydroxyoctadecanoate that has <i>R</i> configuration. The conjugate base of (<i>R</i>)-2-hydroxyoctadecanoic acid.,,Metabolite
CHEBI:57566,2'-deoxycytosine 5'-monophosphate(2-),A 2'-deoxyribonucleoside 5'-monophosphate(2−) obtained by deprotonation of the phosphate OH groups of 2'-deoxycytidine 5'-monophosphate (dCMP); major species at pH 7.3.,,Metabolite
CHEBI:57595,L-histidine zwitterion,Zwitterionic form of <small>L</small>-histidine having an anionic carboxy group and a protonated α-amino group.,,Ion
CHEBI:57603,ethanolaminium(1+),A primary aliphatic ammonium ion that is the conjugate acid of ethanolamine arising from protonation of the primary amino function.,,Metabolite
CHEBI:57604,3-phosphonato-D-glyceroyl phosphate(4-),Tetraanion of 3-phospho-<small>D</small>-glyceroyl dihydrogen phosphate arising from deprotonation of both phosphate groups.,,Metabolite
CHEBI:57618,FMNH2(2-),Dianion of reduced flavin mononucleotide arising from deprotonation of both phosphate OH groups.,,Metabolite
CHEBI:57634,beta-D-fructofuranose 6-phosphate(2-),An organophosphate oxoanion that is the dianion of β-<small>D</small>-fructofuranose 6-phosphate arising from deprotonation of the phosphate OH groups.,,Metabolite
CHEBI:57642,glycerone phosphate(2-),A dianionic form of glycerone phosphate arising from deprotonation of the phosphate OH groups; major species at pH 7.3.,,Metabolite
CHEBI:57643,"1,2-diacyl-sn-glycero-3-phosphocholine","The conjugate base of a 1,2-diacyl-<em>sn</em>-glycero-3-phosphocholine compound formed by deprotonation of the phosphate OH group.",,Metabolite
CHEBI:57652,chondroitin D-glucuronate anion,Anionic form of chondroitin <small>D</small>-glucuronate arising from deprotonation of the carboxylic acid groups of the repeating units; major species at pH 7.3.,,Ion
CHEBI:57658,"1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate(5-)","An organophosphate oxoanion obtained via global deprotonation of the phosphate OH groups of 1-phosphatidyl-1<small>D</small>-<i>myo</i>-inositol 3,4-bisphosphate.",,Metabolite
CHEBI:57660,"myo-inositol 1,3,4,6-tetrakisphosphate(8-)","Octaanion of <i>myo</i>-inositol 1,3,4,6-tetrakisphosphate arising from global deprotonation of the phosphate OH groups; major species at pH 7.3.",,Metabolite
CHEBI:57667,dADP(3-),A 2'-deoxyribonucleoside 5'-diphosphate obtained by deprotonation of the diphosphate OH groups of 2'-deoxyadenosine 5'-diphosphate (dADP); major species at pH 7.3.,,Metabolite
CHEBI:57678,3-mercaptopyruvate,The conjugate base of 3-mercaptopyruvic acid.,,Metabolite
CHEBI:57692,FAD(3-),Trianion of flavin adenine dinucleotide arising from deprotonation of the diphosphate OH groups and the imide nitrogen.,,Cofactor
CHEBI:57705,UDP-N-acetyl-alpha-D-glucosamine(2-),Dianion of UDP-<em>N</em>-acetyl-α-<small>D</small>-glucosamine arising from deprotonation of both free diphosphate OH groups; major species at pH 7.3.,,Metabolite
CHEBI:57720,alpha-D-ribose 1-phosphate(2-),Dianion of α-<small>D</small>-ribose 1-phosphate arising from deprotonation of both phosphate OH groups; major species at pH 7.3.,,Metabolite
CHEBI:57733,"myo-inositol 1,3,4,5,6-pentakisphosphate(10-)","The anion obtained from global deprotonation of the phosphate OH groups of <i>myo</i>-inositol 1,3,4,5,6-pentakisphosphate; major species at pH 7.3.",,Metabolite
CHEBI:57746,"3',5'-cyclic GMP(1-)","The conjugate base of guanosine 3',5'-cyclic phosphate arising from deprotonation of the free phosphate OH group; major species at pH 7.3.",,Metabolite
CHEBI:57756,sphingosine(1+),The cationic sphingoid resulting from the protonation of the amino group of sphingosine.,,Metabolite
CHEBI:57762,L-valine zwitterion,An <small>L</small>-α-amino acid zwitterion obtained by transfer of a proton from the carboxy to the amino group of <small>L</small>-valine; major species at pH 7.3.,,Ion
