ChEBI_ID,Name,Definition,Stars,Category
CHEBI:75063,1-acyl-2-arachidonoyl-sn-glycero-3-phosphocholine,"A 1,2-diacyl-<em>sn</em>-glycero 3-phosphocholine in which the acyl group at position 1 is unspecified while that at position 2 is specified as arachidonoyl",,Metabolite
CHEBI:75065,1-acyl-2-arachidonoyl-sn-glycero-3-phosphoserine(1-),"A 3-<em>sn</em>-phosphatidyl-<small>L</small>-serine(1−) that is the conjugate base of 1-acyl-2-arachidonoyl-<em>sn</em>-glycero-3-phospho-<small>L</small>-serine, in which the carboxy and phosphate groups are anionic and the amino group is cationic.",,Metabolite
CHEBI:75066,1-acyl-2-linoleoyl-sn-glycero-3-phosphoserine(1-),"A 3-<em>sn</em>-phosphatidyl-<small>L</small>-serine(1−) that is the conjugate base of 1-acyl-2-linoleoyl-<em>sn</em>-glycero-3-phospho-<small>L</small>-serine, in which the carboxy and phosphate groups are anionic and the amino group is cationic.",,Metabolite
CHEBI:75067,1-acyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine zwitterion,"1,2-diacyl-<em>sn</em>-glycero-3-phosphoethanolamine zwitterion in which the acyl group at position 1 is unspecified while that at position 2 is specified as arachidonoyl",,Ion
CHEBI:75069,1-acyl-2-linoleoyl-sn-glycero-3-phosphoethanolamine zwitterion,"A 1,2-diacyl-<em>sn</em>-glycero-3-phosphoethanolamine zwitterion in which the acyl group at position 1 is unspecified while that at position 2 is specified as linoleoyl",,Ion
CHEBI:75342,1-oleoylglycerol,A 1-monoglyceride where the acyl group is oleoyl.,,Metabolite
CHEBI:75448,1-oleoyl-2-stearoyl-sn-glycerol,"A 1,2-diacyl-<em>sn</em>-glycerol where oleoyl and stearoyl are the 1- and 2-acyl groups respectively.",,Metabolite
CHEBI:75449,1-oleoyl-2-arachidonoyl-sn-glycerol,"A 1,2-diacyl-<em>sn</em>-glycerol where oleoyl and arachidonoyl are the 1- and 2-acyl groups respectively.",,Metabolite
CHEBI:75450,1-oleoyl-2-linoleoyl-sn-glycerol,"A 1,2-diacyl-<em>sn</em>-glycerol where oleoyl and linoleoyl are the 1- and 2-acyl groups respectively.",,Metabolite
CHEBI:75456,2-stearoylglycerol,A 2-monoglyceride where the acyl group is octadecanoyl (stearoyl).,,Metabolite
CHEBI:75457,2-linoleoylglycerol,A 2-monoglyceride where linoleoyl forms the 2-acyl group.,,Metabolite
CHEBI:75466,1-palmitoyl-2-oleoyl-sn-glycerol,"A 1,2-diacyl-<em>sn</em>-glycerol with palmitoyl as the 1-acyl group and oleoyl as the 2-acyl group.",,Metabolite
CHEBI:75468,1-octadecanoyl-2-[(9Z)-octadecenoyl]-sn-glycerol,"A 1,2-diacyl-<em>sn</em>-glycerol that has stearoyl and oleoyl as the 1- and 2-acyl groups respectively.",,Metabolite
CHEBI:75536,1-myristoyl-sn-glycerol,A 1-acyl-<em>sn</em>-glycerol that is the <i>S</i>-enantiomer of 1-myristoyl glycerol.,,Metabolite
CHEBI:75542,1-hexadecanoyl-sn-glycerol,A 1-acyl-<em>sn</em>-glycerol that has hexadecanoyl (palmitoyl) as the 1-acyl group.,,Metabolite
CHEBI:75550,1-stearoyl-sn-glycerol,A 1-acyl-<em>sn</em>-glycerol that has octadecanoyl (stearoyl) as the 1-acyl group.,,Metabolite
CHEBI:75728,1-stearoyl-2-arachidonoyl-sn-glycerol,"A 1,2-diacyl-<em>sn</em>-glycerol in which the acyl groups at positions 1 and 2 are specifed as stearoyl and arachidonoyl respectively.",,Metabolite
CHEBI:75735,"1,3-dioleoylglycerol","A 1,3-diglyceride with both acyl groups specified as oleoyl.",,Metabolite
CHEBI:75757,1-oleoyl-sn-glycerol,A 1-acyl-<em>sn</em>-glycerol in which the acyl group is specified as oleoyl.,,Metabolite
CHEBI:75824,"2,3-dioleoyl-sn-glycerol","A 2,3-diacyl-<em>sn</em>-glycerol in which the 2- and 3-acyl groups are both specified as oleoyl.",,Metabolite
CHEBI:75913,2-arachidonyl glyceryl ether,"A monoalkylglycerol that is glycerol which is substituted by a (5<i>Z</i>,8<i>Z</i>,11<i>Z</i>,14<i>Z</i>)-icosa-5,8,11,14-tetraen-1-yl group at position 2.",,Metabolite
CHEBI:75914,1-oleoyl-2-O-arachidonyl-sn-glycerol,A monoglyceride that is 1-oleoyl-<em>sn</em>-glycerol in which the hydroxyl hydrogen at position 2 is replaced by an arachidonyl group.,,Metabolite
CHEBI:75927,(R)-2-hydroxyhexadecanoate,The <i>R</i>-enantiomer of 2-hydroxyhexadecanoate.,,Metabolite
CHEBI:75935,(R)-2-hydroxylignocerate,"A hydroxy fatty acid anion that is the conjugate base of (<i>R</i>)-2-hydroxylignoceric acid, obtained by deprotonation of the carboxy group.",,Metabolite
CHEBI:75938,3-oleoyl-sn-glycerol,A 3-acyl-<em>sn</em>-glycerol in which the acyl group is (9<i>Z</i>)-octadec-9-enoyl.,,Metabolite
CHEBI:75945,dioleoylglycerol,"A diglyceride in which both groups are oleoyl with their positions of acylation unspecified. Formula C<small><sub>39</sub></small>H<small><sub>72</sub></small>O<small><sub>5</sub></small>. For the structure shown, either R1 = H and R2 = oleoyl or R1 = oleoyl and R2 = H.",,Metabolite
CHEBI:76078,2-palmitoyl-sn-glycero-3-phosphocholine,A lysophosphatidylcholine 16:0 in which the acyl group is specified as palmitoyl (hexadecanoyl) and is located at position 2.,,Metabolite
CHEBI:76079,2-arachidonoyl-sn-glycero-3-phosphocholine,A lysophosphatidylcholine 20:4 in which the acyl group is specified as arachidonoyl and is located at position 2.,,Metabolite
CHEBI:76083,oleoyl-sn-glycero-3-phosphocholine,A lysophosphatidylcholine 18:1 in which the acyl group is specified as oleoyl and is located at either position 1 or 2.,,Metabolite
CHEBI:76091,2-arachidonoyl-sn-glycero-3-phosphoethanolamine zwitterion,A 2-acyl-<em>sn</em>-glycero-3-phosphoethanolamine zwitterion obtained by transfer of a proton from the phosphate to the amino group of 2-arachidonoyl-<em>sn</em>-glycero-3-phosphoethanolamine; major species at pH 7.3.,,Ion
CHEBI:76177,(2R)-2-hydroxy fatty acid anion,A 2-hydroxy fatty acid anion obtained by deprotonation of the carboxy group of any (<i>R</i>)-2-hydroxy fatty acid.,,Ion
CHEBI:76202,"riboflavin cyclic 4',5'-phosphate(2-)","An organophosphate oxoanion obtained by deprotonation of the phosphate and imido groups of riboflavin cyclic-4',5'-phosphate; major species at pH 7.3.",,Metabolite
CHEBI:76410,"(11Z,14Z)-icosadienoyl-CoA(4-)","A polyunsaturated fatty acyl CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of (11<i>Z</i>,14<i>Z</i>)-icosadienoyl-CoA; major species at pH 7.3.",,Metabolite
CHEBI:76478,dibutyrin,"A diglyceride resulting from the formal condensation of any two of the hydroxy groups of glycerol with the carboxy groups of two molecules of butanoic acid (either R1 = H and R2 = butanoyl, or R1 = butanoyl and R2 = H). A 'closed class'.",,Metabolite
CHEBI:76591,"(25R)-cholest-5-ene-3beta,26-diol",A 26-hydroxycholesterol in which the 25-position has <i>R</i>-configuration.,,Metabolite
CHEBI:76625,"11,12-EET(1-)","A polyunsaturated fatty acid anion that is the conjugate base of 11,12-EET, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:76722,2-hydroxybehenate,"A 2-hydroxy fatty acid anion that is the conjugate base of 2-hydroxybehenic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:76941,sphingoid 1-phosphate(1-),"A generic class of anionic phospholipids, encompassing phosphorylated derivatives of sphinganine, its homologues and stereoisomers, as well as the hydroxy and unsaturated derivatives of these compounds.",,Metabolite
CHEBI:76979,"1,2-dioctanoyl-sn-glycerol","1,2-diacyl-<em>sn</em>-glycerol in which both the 1- and 2-acyl groups are specified as octanoyl. Formula C<small><sub>19</sub></small>H<small><sub>36</sub></small>O<small><sub>5</sub></small>.",,Metabolite
CHEBI:77016,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate","A polyunsaturated fatty acid anion that is the conjugate base of (4<i>Z</i>,7<i>Z</i>,10<i>Z</i>,13<i>Z</i>,16<i>Z</i>,19<i>Z</i>)-docosahexaenoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:77091,1-stearoyl-2-arachidonoyl-sn-glycero-3-phosphate(2-),A  1-acyl-2-arachidonoyl-<em>sn</em>-glycerol 3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1-stearoyl-2-arachidonoyl-<em>sn</em>-glycero-3-phosphate; major species at pH 7.3.,,Metabolite
CHEBI:77096,1-palmitoyl-2-arachidonoyl-sn-glycerol,"A 1,2-diacyl-<em>sn</em>-glycerol in which the acyl groups at positions 1 and 2 are specified as palmitoyl and arachidonoyl respectively.",,Metabolite
CHEBI:77097,1-stearoyl-2-linoleoyl-sn-glycerol,"A 1,2-diacyl-<em>sn</em>-glycerol in which the acyl groups at positions 1 and 2 are specified as stearoyl and linoleoyl respectively.",,Metabolite
CHEBI:77098,1-stearoyl-2-linoleoyl-sn-glycero-3-phosphate(2-),A 1-acyl-2-linoleoyl-<em>sn</em>-glycerol 3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1-stearoyl-2-linoleoyl-<em>sn</em>-glycero-3-phosphate; major species at pH 7.3.,,Metabolite
CHEBI:77125,"1,2-diarachidonoyl-sn-glycerol","A 1,2-diacyl-<em>sn</em>-glycerol in which both the acyl groups are specified as arachidonoyl.",,Metabolite
CHEBI:77126,"1,2-diarachidonoyl-sn-glycero-3-phosphate(2-)","A 1-acyl-2-arachidonoyl-<em>sn</em>-glycerol 3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1,2-diarachidonoyl-<em>sn</em>-glycero-3-phosphate; major species at pH 7.3.",,Metabolite
CHEBI:77127,"1,2-dilinoleoyl-sn-glycerol","A 1,2-diacyl-<em>sn</em>-glycerol in which both acyl groups are specified as linoleoyl.",,Metabolite
CHEBI:77128,"1,2-dilinoleoyl-sn-glycero-3-phosphate(2-)","A 1-acyl-2-linoleoyl-<em>sn</em>-glycerol 3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1,2-dilinoleoyl-<em>sn</em>-glycero-3-phosphate; major species at pH 7.3.",,Metabolite
CHEBI:77129,"1-stearoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-sn-glycerol","A 1,2-diacyl-<em>sn</em>-glycerol in which the acyl groups at positions 1 and 2 are specified as stearoyl and (4<i>Z</i>,7<i>Z</i>,10<i>Z</i>,13<i>Z</i>,16<i>Z</i>,19<i>Z</i>)-docosahexaenoyl respectively.",,Metabolite
CHEBI:77130,"1-stearoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-sn-glycero-3-phosphate(2-)","A 1,2-diacyl-<em>sn</em>-glycerol 3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1-stearoyl-2-(4<i>Z</i>,7<i>Z</i>,10<i>Z</i>,13<i>Z</i>,16<i>Z</i>,19<i>Z</i>)-docosahexaenoyl-<em>sn</em>-glycero-3-phosphate; major species at pH 7.3.",,Metabolite
CHEBI:77137,"1-stearoyl-2-arachidonoyl-sn-glycero-3-phospho-1D-myo-inositol 4,5-biphosphate(5-)","A 1-phosphatidyl-1<small>D</small>-<i>myo</i>-inositol 4,5-bisphosphate(5−) obtained by deprotonation of the phosphate OH groups of 1-stearoyl-2-arachidonoyl-<em>sn</em>-glycero-3-phospho-1<small>D</small>-<em>myo</em>-inositol 4,5-bisphosphate; major species at pH 7.3.",,Metabolite
CHEBI:77220,"(11Z,14Z)-icosadienoate","A polyunsaturated fatty acid anion that is the conjugate base of (11<i>Z</i>,14<i>Z</i>)-icosadienoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:77223,"(11Z,14Z,17Z)-icosatrienoate","A polyunsaturated fatty acid anion that is the conjugate base of (11<i>Z</i>,14<i>Z</i>,17<i>Z</i>)-icosatrienoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:77224,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoate","A polyunsaturated fatty acid anion that is the conjugate base of (7<i>Z</i>,10<i>Z</i>,13<i>Z</i>,16<i>Z</i>,19<i>Z</i>)-docosapentaenoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:77250,pristanoyl-CoA(4-),A multi-methyl-branched fatty acyl-CoA(4-) oxanion arising from deprotonation of the phosphate and diphosphate OH groups of pristanoyl-CoA; major species at pH 7.3.,,Metabolite
CHEBI:77268,pristanate,"A methyl-branched fatty acid anion that is the conjugate base of pristanic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:77288,1-(Z)-alk-1-enyl-sn-glycero-3-phosphoethanolamine zwitterion,A 1-(alk-1-enyl)-<em>sn</em>-glycero-3-phosphoethanolamine zwitterion in which the alkenyl group has <i>Z</i> geochemistry.,,Ion
CHEBI:77295,1-(Z)-alk-1-enyl-2-arachidonoyl-sn-glycero-3-phosphoethanolamine zwitterion,A 1-(alk-1-enyl)-2-arachidonoyl-<em>sn</em>-glycero-3-phosphoethanolamine zwitterion in which the alk-1-enyl group has <i>Z</i> geochemistry.,,Ion
CHEBI:77537,trans-9-octadecenoyl-CoA(4-),An octadecenoyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate functions of <i>trans</i>-9-octadecenoyl-CoA; major species at p 7.3.,,Metabolite
CHEBI:77580,1-hexadecyl-sn-glycero-3-phosphate(2-),A 1-alkyl-<em>sn</em>-glycerol 3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1-hexadecyl-<em>sn</em>-glycero-3-phosphate; major species at pH 7.3.,,Metabolite
CHEBI:77636,fatty acyl-CoA(4-),An acyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate OH groups of any fatty acyl-CoA; major species at pH 7.3.,,Metabolite
CHEBI:77717,"2,2'-lysobisphosphatidate",A lysobisphosphatidate carrying the fatty acyl groups at positions <em>sn</em>-3 and <em>sn</em>-3' of glycerol.,,Metabolite
CHEBI:77786,1-hexadecyl-2-ammonio-2-deoxy-sn-glycerol,An organic cation obtained by protonation of the amino group of 1-hexadecyl-2-amino-2-deoxy-<em>sn</em>-glycerol; major species at pH 7.3.,,Metabolite
CHEBI:77787,1-O-palmityl-2-desoxy-2-amino-sn-glycero-3-phosphate(1-),An anionic phospholipid that is the conjugate base of 1-<em>O</em>-palmityl-2-desoxy-2-amino-<em>sn</em>-glycero-3-phosphate.,,Metabolite
CHEBI:77852,9(S)-HODE(1-),A hydroxy fatty acid anion obtained by deprotonation of the carboxy group of 9(<i>S</i>)-HODE; major species at pH 7.3.,,Metabolite
CHEBI:77891,"N-[omega-(9R,10R)-epoxy-(13R)-hydroxy-(11E)-octadecenoyloxy]sphing-4-enine","An <em>N</em>-[ω-(acylyloxy)]acylsphin-4-enine in which the ω-<em>O</em>-acyl group is specified as  (9<i>R</i>,10<i>R</i>)-epoxy-(13<i>R</i>)-hydroxy-(11<i>E</i>)-octadecenoyl (R represents a very long chain acyl group).",,Metabolite
CHEBI:77892,"N-[omega-(9R,10R)-epoxy-13-keto-(11E)-octadecenoyloxy]sphing-4-enine","An <em>N</em>-[ω-(acylyloxy)]acylsphin-4-enine in which the ω-<em>O</em>-acyl group is specified as (9<i>R</i>,10<i>R</i>)-epoxy-13-keto-(11<i>E</i>)-octadecenoyl (R represents a very long chain acyl group).",,Metabolite
CHEBI:77895,9(R)-HODE(1-),A hydroxy fatty acid anion obtained by deprotonation of the carboxy group of 9(<i>R</i>)-HODE; major species at pH 7.3.,,Metabolite
CHEBI:77996,N-oleoylsphingosine,A <em>N</em>-acylsphingosine in which the ceramide <em>N</em>-acyl group is specified as oleoyl.,,Metabolite
CHEBI:78001,N-dodecanoylphytosphingosine,A phytoceramide in which the ceramide <em>N</em>-acyl group is specified as dodecanoyl.,,Metabolite
CHEBI:78033,methyl arachidonate,A fatty acid methyl ester resulting from the formal condensation of the carboxy group of arachidonic acid with methanol.,,Metabolite
CHEBI:78084,hepoxilin B3(1-),"A hepoxilin anion that is the conjugate base of hepoxilin B<small><sub>3</sub></small>, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:78099,trioxilin B3(1-),The trioxilin anion that is the anion formed from trioxilin B<small><sub>3</sub></small> by deprotonation of its carboxylic acid moiety; major microspecies present at pH 7.3.,,Metabolite
CHEBI:78100,trioxilin A3(1-),The trioxilin anion that is the anion formed from trioxilin A<small><sub>3</sub></small> by deprotonation of its carboxylic acid moiety; major microspecies present at pH 7.3.,,Metabolite
CHEBI:78228,"1,2-dioctanoyl-sn-glycero-3-phosphocholine","A 1,2-diacyl-<em>sn</em>-glycero-3-phosphocholine in which the acyl groups at positions 1 and 2 are specified as octanoyl.",,Metabolite
CHEBI:78229,"1,2-dioctanoyl-sn-glycero-3-phosphate(2-)","A 1,2-diacyl-<em>sn</em>-glycerol 3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1,2-dioctanoyl-<em>sn</em>-glycero-3-phosphate; major species at pH 7.3.",,Metabolite
CHEBI:78385,1-palmityl-2-acetyl-sn-glycero-3-phosphate(2-),A 1-alkyl-2-acyl-<em>sn</em>-glycero-3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1-palmityl-2-acetyl-<em>sn</em>-glycero-3-phosphate; major species at pH 7.3.,,Metabolite
CHEBI:78436,ganglioside GD3(2-),A carbohydrate acid derivative dianion that is the conjugate base of the ganglioside GD3 arising from deprotonation of the neuraminosyl carboxy groups; major species at pH 7.3.,,Metabolite
CHEBI:78442,AMP 3'-end(1-) residue,A 3'-end ribonucleotide(1−) residue obtained by deprotonation of the phosphate OH group of 3'-end AMP residue; major species at pH 7.3.,,Metabolite
CHEBI:78528,3'-(L-isoleucyl)adenylyl zwitterionic group,A zwitterionic group obtained by transfer of a proton from the phosphate to the amino group of 3'-(<small>L</small>-isoleucyl)adenylyl group,,Ion
CHEBI:78531,3'-(L-phenylalanyl)adenylyl(1-) group,An organic anionic group obtained by deprotonation of the phosphate group of 3'-(<small>L</small>-phenylalanyl)adenylyl group. It is the major structure at pH 7.3 (according to Marvin v 6.2.0.).,,Metabolite
CHEBI:78536,3'-(L-tyrosyl)adenylyl(1-) group,An organic anionic group obtained by deprotonation of the phosphate group of 3'-(<small>L</small>-tyrosyl)adenylyl group. It is the major structure at pH 7.3 (according to Marvin v 6.2.0.).,,Metabolite
CHEBI:78552,ribonucleoside 2'-monophosphate(2-),An organophosphate oxoanion obtained by deprotonation of the phosphate OH groups of any ribonucleoside 2'-monophosphate; major species at pH 7.3.,,Metabolite
CHEBI:78594,5alpha-pregan-20beta-ol-3-one,A 3-oxo-5α- steroid that is 5α-pregane-3-one carrying an additional hydroxy substituent at the 20β-position.,,Metabolite
CHEBI:78595,21-dehydrocortisol,A C<small><sub>21</sub></small>-steroid that is cortisol in which the 21-hydroxy group has been oxidised to the corresponding aldehyde.,,Metabolite
CHEBI:78596,21-dehydrocortisone,A C<small><sub>21</sub></small>-steroid that is cortisone in which the 21-hydroxy group has been oxidised to the corresponding aldehyde.,,Metabolite
CHEBI:78600,11-dehydrocorticosterone,An 11-oxo steroid that is corticosterone in which the hydroxy substituent at the 11β position has been oxidised to give the corresponding ketone.,,Metabolite
CHEBI:78601,"11,21-dioxoprogesterone",A C<small><sub>21</sub></small>-steroid that is progesterone carrying two additional oxo substituents at positions 11 and 21,,Metabolite
CHEBI:78602,isoursodeoxycholate,"A steroid acid anion that is the conjugate base of isoursodeoxycholic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:78603,3beta-hydroxy-7-oxo-5beta-cholan-24-oate,"A steroid acid anion that is the conjugate base of 3β-hydroxy-7-oxo-5β-cholan-24-oic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:78604,ursodeoxycholate,"A bile acid anion that is the conjugate base of ursodeoxycholic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:78605,7-oxolithocholate,"A bile acid anion that is the conjugate base of 7-oxolithocholic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:78611,3-hydroxybutanoyl-CoA(4-),An acyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of 3-hydroxybutanoyl-CoA; major species at pH 7.3.,,Metabolite
CHEBI:78832,"(5Z,8Z,11Z,13E)-15-HETE(1-)","An icosanoid anion that is the conjugate base of 15-HETE, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:78836,11(R)-HETE(1-),"An 11-HETE(1−) that is the conjugate base of 11(<i>R</i>)-HETE(1−), obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:78837,15(R)-HETE(1-),"A 15-HETE(1−) that is the conjugate base of 15(<i>R</i>)-HETE(1−), obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:7896,hexadecanoate,A long-chain fatty acid anion that is the conjugate base of hexadecanoic acid (palmitic acid); major species at pH 7.3.,,Metabolite
CHEBI:79007,tricosanoate,"A very long-chain fatty acid anion that is the conjugate base of tricosanoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:79210,alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide(1-),An anionic ganglioside that is the conjugate base of α-<em>N</em>-acetylneuraminyl-(2→3)-β-<small>D</small>-galactosyl-(1→4)-β-<small>D</small>-glucosyl-(1↔1)-ceramide arising from deprotonation of the neuraminosyl carboxy group; major species at pH 7.3.,,Metabolite
CHEBI:79214,alpha-N-acetylneuraminyl-(2->8)-alpha-N-acetylneuraminyl-(2->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide(2-),An anionic ganglioside obtained by deprotonation of the neuraminosyl carboxy groups of α-<em>N</em>-acetylneuraminyl-(2→8)-α-<em>N</em>-acetylneuraminyl-(2→3)-β-<small>D</small>-galactosyl-(1→4)-β-<small>D</small>-glucosyl-(1↔1)-ceramide; major species at pH 7.3.,,Metabolite
CHEBI:799,"3,17-dioxoandrost-4-en-19-al",An androstanoid that is androst-4-en-19-al substituted by oxo groups at positions 3 and 17.,,Metabolite
CHEBI:82626,15(R)-HPETE(1-),"A hydroperoxy fatty acid anion that is the conjugate base of 15(<i>R</i>)-HPETE, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:82628,11(R)-HPETE(1-),"A hydroperoxy fatty acid anion that is the conjugate base of 11(<i>R</i>)-HPETE, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:82629,prostaglandin G2(1-),"A prostaglandin carboxylic acid anion that is the conjugate base of prostaglandin G<small><sub>2</sub></small>, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:82765,"1,2-dioctanoyl-sn-glycerol 3-diphosphate(3-)","A 1,2-diacyl-<em>sn</em>-glycerol 3-diphosphate(3−) arising from deprotonation of the diphosphate OH groups of 1,2-dioctanoyl-sn-glycerol 3-diphosphate.",,Metabolite
CHEBI:82810,N-palmitoylhexadecasphinganine,An <em>N</em>-acylhexadecasphinganine in which the acyl group is specified as palmitoyl (hexadecanoyl).,,Metabolite
CHEBI:82811,N-stearoylhexadecasphinganine,An <em>N</em>-acylhexadecasphinganine in which the acyl group is specified as stearoyl (octadecanoyl).,,Metabolite
CHEBI:82921,"1,2-dioctadecanoyl-sn-glycerol-3-phosphate(2-)",A 1-acyl-2-octadecanoyl-<em>sn</em>-glycerol-3-phosphate(2−) in which the 1-acyl group is also octadecanoyl; major species at pH 7.3.,,Metabolite
CHEBI:82924,"1,2-di[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphate(2-)","A 1,2-diacyl-<em>sn</em>-glycero-3-phosphate(2−) obtained by deprotonation of the phosphate OH groups of 1,2-di[(4<i>Z</i>,7<i>Z</i>,10<i>Z</i>,13<i>Z</i>,16<i>Z</i>,19<i>Z</i>)]-docosahexaenoyl-<em>sn</em>-glycero-3-phosphate; major species at pH 7.3.",,Metabolite
CHEBI:82925,"1,2-di[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycerol","A 1,2-diacyl-sn-glycerol in which both the acyl groups are specified as (4<i>Z</i>,7<i>Z</i>,10<i>Z</i>,13<i>Z</i>,16<i>Z</i>,19<i>Z</i>)-docosahexaenoyl.",,Metabolite
CHEBI:82927,1-palmitoyl-2-linoleoyl-sn-glycerol,"A 1,2-diacyl-<em>sn</em>-glycerol in which the 1- and 2-acyl groups are specified as palmitoyl and linoleoyl respectively.",,Metabolite
CHEBI:82928,"1-palmitoyl-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphate(2-)","A 1,2-diacyl-<em>sn</em>-glycerol 3-phosphate(2−) in which the 1- and 2-acyl substituent are specified as palmitoyl and (4<i>Z</i>,7<i>Z</i>,10<i>Z</i>,13<i>Z</i>,16<i>Z</i>,19<i>Z</i>)-docosahexaenoyl respectively; major species at pH 7.3.",,Metabolite
CHEBI:82929,"1,2-dipalmitoyl-sn-glycerol","A 1,2-diacyl-<em>sn</em>-glycerol in which both acyl groups are specified as palmitoyl (hexadecanoyl).",,Metabolite
CHEBI:82949,"1-palmitoyl-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycerol","A 1,2-diacyl-<em>sn</em>-glycerol in which the acyl groups at positions 1 and 2 are specified as palmitoyl and (4<i>Z</i>,7<i>Z</i>,10<i>Z</i>,13<i>Z</i>,16<i>Z</i>,19<i>Z</i>)-docosahexaenoyl respectively.",,Metabolite
CHEBI:82961,17beta-estradiol 17-glucosiduronate,A monocarboxylic acid anion resulting from the deprotonation of the carboxy group of 17β-estradiol 17-glucosiduronic acid.,,Metabolite
CHEBI:82982,glycodeoxycholate,A <em>N</em>-acylglycinate that is the  conjugate base of glycodeoxycholic acid.,,Metabolite
CHEBI:82984,linoleamide,A fatty amide obtained from  linoleic acid.,,Metabolite
CHEBI:83088,(R)-lipoate,"A lipoate that is the conjugate base of (<i>R</i>)-lipoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3.",,Metabolite
CHEBI:83099,N(6)-[(R)-lipoyl]-L-lysine residue,An <em>N</em><small><sup>6</small></sup>-lipoyl-<small>L</small>-lysine residue in which the lipoyl group has <i>R</i>-configuration.,,Metabolite
CHEBI:83100,N(6)-[(R)-dihydrolipoyl]-L-lysine residue,An <em>N</em><small><sup>6</small></sup>-dihydrolipoyl-<small>L</small>-lysine residue in which the dihydrolipoyl group has <i>R</i>-configuration.,,Metabolite
CHEBI:83111,N(6)-[(R)-S(8)-acetyldihydrolipoyl]-L-lysine residue,An <em>N</em><small><sup>6</small></sup>-(<em>S</em><small><sup>8</small></sup>-acetyldihydrolipoyl)-<small>L</small>-lysine residue in which the dihydrolipoyl group has <i>R</i>-configuration.,,Metabolite
CHEBI:83139,long-chain fatty acyl-CoA(4-),A fatty acyl-CoA(4−) arising from deprotonation of the phosphate and diphosphate OH groups of any long-chain fatty acyl-CoA; major species at pH 7.3.,,Metabolite
CHEBI:83142,N(6)-[(R)-S(8)-isobutyryldihydrolipoyl]-L-lysine residue,An α-amino-acid residue derived from <em>N</em><small><sup>6</small></sup>-[(<i>R</i>)-<em>S</em><small><sup>8</small></sup>-isobutyryldihydrolipoyl]-<small>L</small>-lysine.,,Metabolite
