uniprot_id,pathway_id,pathway_name,pathway_source
Q05084,hsa:3382,,KEGG
Q96JQ5,hsa:51338,,KEGG
Q9H2W6,hsa:26589,,KEGG
Q9H2W6,R-HSA-5368286,Mitochondrial translation initiation,Reactome
Q9H2W6,R-HSA-5389840,Mitochondrial translation elongation,Reactome
Q9H2W6,R-HSA-5419276,Mitochondrial translation termination,Reactome
Q9H2W6,R-HSA-9937383,Mitochondrial ribosome-associated quality control,Reactome
P25713,hsa:4504,,KEGG
P25713,R-HSA-5661231,Metallothioneins bind metals,Reactome
P53801,hsa:754,,KEGG
P78333,hsa:2262,,KEGG
P78333,R-HSA-1971475,Glycosaminoglycan-protein linkage region biosynthesis,Reactome
P78333,R-HSA-2022928,HS-GAG biosynthesis,Reactome
P78333,R-HSA-2024096,HS-GAG degradation,Reactome
P78333,R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",Reactome
P78333,R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,Reactome
P78333,R-HSA-3656237,Defective EXT2 causes exostoses 2,Reactome
P78333,R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",Reactome
P78333,R-HSA-4420332,Defective B3GALT6 causes EDSP2 and SEMDJL1,Reactome
P78333,R-HSA-5362798,Release of Hh-Np from the secreting cell,Reactome
P78333,R-HSA-9694614,Attachment and Entry,Reactome
P78333,R-HSA-975634,Retinoid metabolism and transport,Reactome
P78333,R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry,Reactome
P78333,R-HSA-9833110,RSV-host interactions,Reactome
Q8N158,hsa:221914,,KEGG
Q8N158,R-HSA-1971475,Glycosaminoglycan-protein linkage region biosynthesis,Reactome
Q8N158,R-HSA-2022928,HS-GAG biosynthesis,Reactome
Q8N158,R-HSA-2024096,HS-GAG degradation,Reactome
Q8N158,R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",Reactome
Q8N158,R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,Reactome
Q8N158,R-HSA-3656237,Defective EXT2 causes exostoses 2,Reactome
Q8N158,R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",Reactome
Q8N158,R-HSA-4420332,Defective B3GALT6 causes EDSP2 and SEMDJL1,Reactome
Q8N158,R-HSA-9694614,Attachment and Entry,Reactome
Q8N158,R-HSA-975634,Retinoid metabolism and transport,Reactome
Q8N158,R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry,Reactome
Q8N158,R-HSA-9833110,RSV-host interactions,Reactome
A1A5C7,hsa:63027,,KEGG
Q8N8U9,hsa:168667,,KEGG
Q92738,hsa:9712,,KEGG
Q92738,R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network,Reactome
Q9P0V9,hsa:151011,,KEGG
Q86Y39,hsa:126328,,KEGG
Q86Y39,R-HSA-611105,Respiratory electron transport,Reactome
Q86Y39,R-HSA-6799198,Complex I biogenesis,Reactome
Q9BZW4,hsa:53345,,KEGG
Q9NRX2,hsa:63875,,KEGG
Q9NRX2,R-HSA-5368286,Mitochondrial translation initiation,Reactome
Q9NRX2,R-HSA-5389840,Mitochondrial translation elongation,Reactome
Q9NRX2,R-HSA-5419276,Mitochondrial translation termination,Reactome
Q9NRX2,R-HSA-9937383,Mitochondrial ribosome-associated quality control,Reactome
P39905,hsa:2668,,KEGG
P39905,R-HSA-419037,NCAM1 interactions,Reactome
P39905,R-HSA-5673001,RAF/MAP kinase cascade,Reactome
P39905,R-HSA-8853659,RET signaling,Reactome
P39905,R-HSA-9830674,Formation of the ureteric bud,Reactome
O14525,hsa:460,,KEGG
O15049,hsa:23138,,KEGG
O95379,hsa:25816,,KEGG
O95379,R-HSA-1483255,PI Metabolism,Reactome
Q3SY56,hsa:80320,,KEGG
Q6IC98,hsa:23151,,KEGG
Q8N3J6,hsa:253559,,KEGG
Q8N3J6,R-HSA-418990,Adherens junctions interactions,Reactome
Q9BQ16,hsa:50859,,KEGG
Q9BQ16,R-HSA-1592389,Activation of Matrix Metalloproteinases,Reactome
Q9NR46,hsa:56904,,KEGG
Q9Y285,hsa:2193,,KEGG
Q9Y285,R-HSA-379716,Cytosolic tRNA aminoacylation,Reactome
Q496A3,hsa:221409,,KEGG
Q9Y5Y7,hsa:10894,,KEGG
Q9Y5Y7,R-HSA-2142845,Hyaluronan metabolism,Reactome
Q9Y5Y7,R-HSA-2160916,Hyaluronan degradation,Reactome
Q9Y676,hsa:28973,,KEGG
Q9Y676,R-HSA-5368286,Mitochondrial translation initiation,Reactome
Q9Y676,R-HSA-5389840,Mitochondrial translation elongation,Reactome
Q9Y676,R-HSA-5419276,Mitochondrial translation termination,Reactome
Q9Y676,R-HSA-9937383,Mitochondrial ribosome-associated quality control,Reactome
P51606,hsa:5973,,KEGG
P51606,R-HSA-446210,Synthesis of UDP-N-acetyl-glucosamine,Reactome
P51606,,Amino-sugar metabolism; N-acetylneuraminate degradation,UniProt
Q16082,hsa:3316,,KEGG
Q9BXJ3,hsa:114900,,KEGG
Q9HCB6,hsa:10418,,KEGG
Q9HCB6,R-HSA-5083635,Defective B3GALTL causes PpS,Reactome
Q9HCB6,R-HSA-5173214,O-glycosylation of TSR domain-containing proteins,Reactome
Q14183,hsa:8448,,KEGG
Q8N3V7,hsa:11346,,KEGG
Q8WWI1,hsa:4008,,KEGG
Q8WWI1,R-HSA-8951664,Neddylation,Reactome
Q8WWI1,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,Reactome
Q8WWI1,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,Reactome
Q9Y2J8,hsa:11240,,KEGG
Q9Y2J8,R-HSA-3247509,Chromatin modifying enzymes,Reactome
Q9Y2J8,R-HSA-6798695,Neutrophil degranulation,Reactome
A2A2Y4,hsa:257019,,KEGG
Q15435,hsa:5510,,KEGG
Q5XKL5,hsa:284697,,KEGG
Q96EL3,hsa:116540,,KEGG
Q96EL3,R-HSA-5368286,Mitochondrial translation initiation,Reactome
Q96EL3,R-HSA-5389840,Mitochondrial translation elongation,Reactome
Q96EL3,R-HSA-5419276,Mitochondrial translation termination,Reactome
Q96EL3,R-HSA-9937383,Mitochondrial ribosome-associated quality control,Reactome
Q96JJ7,hsa:54495,,KEGG
Q96JJ7,R-HSA-114608,Platelet degranulation,Reactome
Q99574,hsa:5274,,KEGG
Q9NVA2,hsa:55752,,KEGG
Q9P2F6,hsa:57569,,KEGG
Q9P2F6,R-HSA-8980692,RHOA GTPase cycle,Reactome
Q9P2F6,R-HSA-9013148,CDC42 GTPase cycle,Reactome
Q9P2F6,R-HSA-9013149,RAC1 GTPase cycle,Reactome
Q9Y336,hsa:27180,,KEGG
Q9Y336,R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,Reactome
Q9Y336,R-HSA-6798695,Neutrophil degranulation,Reactome
Q9Y3D3,hsa:51021,,KEGG
Q9Y3D3,R-HSA-5368286,Mitochondrial translation initiation,Reactome
Q9Y3D3,R-HSA-5389840,Mitochondrial translation elongation,Reactome
Q9Y3D3,R-HSA-5419276,Mitochondrial translation termination,Reactome
Q9Y3D3,R-HSA-9937383,Mitochondrial ribosome-associated quality control,Reactome
O14810,hsa:10815,,KEGG
O14810,R-HSA-181429,Serotonin Neurotransmitter Release Cycle,Reactome
O14810,R-HSA-181430,Norepinephrine Neurotransmitter Release Cycle,Reactome
O14810,R-HSA-210500,Glutamate Neurotransmitter Release Cycle,Reactome
O14810,R-HSA-212676,Dopamine Neurotransmitter Release Cycle,Reactome
O14810,R-HSA-264642,Acetylcholine Neurotransmitter Release Cycle,Reactome
O14810,R-HSA-888590,"GABA synthesis, release, reuptake and degradation",Reactome
O75380,hsa:4726,,KEGG
O75380,R-HSA-611105,Respiratory electron transport,Reactome
O75380,R-HSA-6799198,Complex I biogenesis,Reactome
O95299,hsa:4705,,KEGG
O95299,R-HSA-611105,Respiratory electron transport,Reactome
O95299,R-HSA-6799198,Complex I biogenesis,Reactome
P07108,hsa:1622,,KEGG
P07108,R-HSA-77289,Mitochondrial Fatty Acid Beta-Oxidation,Reactome
Q06323,hsa:5720,,KEGG
Q06323,R-HSA-1236974,ER-Phagosome pathway,Reactome
Q06323,R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),Reactome
Q06323,R-HSA-9907900,Proteasome assembly,Reactome
Q06323,R-HSA-9912633,"Antigen processing: Ub, ATP-independent proteasomal degradation",Reactome
Q09666,hsa:79026,,KEGG
Q13875,hsa:4336,,KEGG
Q13875,R-HSA-8986944,Transcriptional Regulation by MECP2,Reactome
Q14117,hsa:1807,,KEGG
Q14117,R-HSA-73621,Pyrimidine catabolism,Reactome
Q5T7W0,hsa:114991,,KEGG
Q7L1I2,hsa:9899,,KEGG
Q7L1I2,R-HSA-5250955,Toxicity of botulinum toxin type D (botD),Reactome
Q7L1I2,R-HSA-5250968,Toxicity of botulinum toxin type A (botA),Reactome
Q7L1I2,R-HSA-5250981,Toxicity of botulinum toxin type F (botF),Reactome
Q7L1I2,R-HSA-5250992,Toxicity of botulinum toxin type E (botE),Reactome
Q8NBJ9,hsa:51092,,KEGG
Q8TB24,hsa:79890,,KEGG
Q8TB24,R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,Reactome
Q96A29,hsa:55343,,KEGG
Q96A29,R-HSA-5619078,Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C),Reactome
Q96A29,R-HSA-6787639,GDP-fucose biosynthesis,Reactome
Q96A29,R-HSA-727802,Transport of nucleotide sugars,Reactome
Q9HB21,hsa:59338,,KEGG
Q9HB21,R-HSA-1660499,Synthesis of PIPs at the plasma membrane,Reactome
Q9NRE2,hsa:128553,,KEGG
Q9UPU9,hsa:23034,,KEGG
O43653,hsa:8000,,KEGG
O43653,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,Reactome
O60861,hsa:8522,,KEGG
P25021,hsa:3274,,KEGG
P25021,R-HSA-390650,Histamine receptors,Reactome
P25021,R-HSA-418555,G alpha (s) signalling events,Reactome
Q16880,hsa:7368,,KEGG
Q16880,R-HSA-9840309,Glycosphingolipid biosynthesis,Reactome
Q16880,,Sphingolipid metabolism; galactosylceramide biosynthesis,UniProt
Q8IZT8,hsa:222537,,KEGG
Q8IZT8,R-HSA-2022928,HS-GAG biosynthesis,Reactome
Q9BR01,hsa:25830,,KEGG
Q9BR01,R-HSA-156584,Cytosolic sulfonation of small molecules,Reactome
Q9UHG2,hsa:27344,,KEGG
Q9UJT9,hsa:23194,,KEGG
Q9UJT9,R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,Reactome
Q9UJT9,R-HSA-8951664,Neddylation,Reactome
Q9UJT9,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,Reactome
Q9UJT9,,Protein modification; protein ubiquitination,UniProt
Q9ULZ9,hsa:4326,,KEGG
Q9ULZ9,R-HSA-1592389,Activation of Matrix Metalloproteinases,Reactome
Q9UQ16,hsa:26052,,KEGG
Q9UQ16,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,Reactome
Q9UQ16,R-HSA-177504,Retrograde neurotrophin signalling,Reactome
Q9UQ16,R-HSA-2132295,MHC class II antigen presentation,Reactome
Q9UQ16,R-HSA-437239,Recycling pathway of L1,Reactome
Q9UQ16,R-HSA-8856828,Clathrin-mediated endocytosis,Reactome
Q9Y2K9,hsa:9515,,KEGG
O14682,hsa:8507,,KEGG
P06340,hsa:3111,,KEGG
P06340,R-HSA-2132295,MHC class II antigen presentation,Reactome
P61165,hsa:746,,KEGG
P61165,R-HSA-446203,Asparagine N-linked glycosylation,Reactome
P61165,R-HSA-9694548,Maturation of spike protein,Reactome
P61165,R-HSA-9768727,Regulation of CDH1 posttranslational processing and trafficking to plasma membrane,Reactome
P61165,,Protein modification; protein glycosylation,UniProt
Q13405,hsa:740,,KEGG
Q13405,R-HSA-5368286,Mitochondrial translation initiation,Reactome
Q13405,R-HSA-5389840,Mitochondrial translation elongation,Reactome
Q13405,R-HSA-5419276,Mitochondrial translation termination,Reactome
Q13405,R-HSA-9937383,Mitochondrial ribosome-associated quality control,Reactome
Q92526,hsa:10693,,KEGG
Q92526,R-HSA-389957,Prefoldin mediated transfer of substrate to CCT/TriC,Reactome
Q92526,R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC,Reactome
Q92526,R-HSA-390450,Folding of actin by CCT/TriC,Reactome
Q92526,R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,Reactome
Q92526,R-HSA-6814122,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,Reactome
Q96PB7,hsa:118427,,KEGG
Q9NQ75,hsa:57091,,KEGG
Q9P1A6,R-HSA-6794361,Neurexins and neuroligins,Reactome
Q9UL42,hsa:10687,,KEGG
O00587,hsa:4242,,KEGG
O00587,R-HSA-1912420,Pre-NOTCH Processing in Golgi,Reactome
O14490,hsa:9229,,KEGG
O14490,R-HSA-6794361,Neurexins and neuroligins,Reactome
O95865,hsa:23564,,KEGG
P19823,hsa:3698,,KEGG
P19823,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome
P19823,R-HSA-8957275,Post-translational protein phosphorylation,Reactome
Q15274,hsa:23475,,KEGG
Q15274,R-HSA-196807,Nicotinate metabolism,Reactome
Q15274,,Cofactor biosynthesis; NAD(+) biosynthesis; nicotinate D-ribonucleotide from quinolinate: step 1/1,UniProt
Q6PJF5,hsa:79651,,KEGG
Q6PJF5,R-HSA-9662834,CD163 mediating an anti-inflammatory response,Reactome
Q6ZSZ6,hsa:10194,,KEGG
Q8WXD2,hsa:29106,,KEGG
Q8WXD2,R-HSA-114608,Platelet degranulation,Reactome
Q8WXD2,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome
Q8WXD2,R-HSA-8957275,Post-translational protein phosphorylation,Reactome
Q96Q06,hsa:729359,,KEGG
Q96Q06,R-HSA-9841922,MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis,Reactome
Q9BPV8,hsa:53829,,KEGG
Q9BPV8,R-HSA-417957,P2Y receptors,Reactome
Q9BPV8,R-HSA-418594,G alpha (i) signalling events,Reactome
Q9NPH2,hsa:51477,,KEGG
Q9NPH2,R-HSA-1855183,"Synthesis of IP2, IP, and Ins in the cytosol",Reactome
Q9NPH2,,Polyol metabolism; myo-inositol biosynthesis; myo-inositol from D-glucose 6-phosphate: step 1/2,UniProt
Q9NQ50,hsa:64976,,KEGG
Q9NQ50,R-HSA-5368286,Mitochondrial translation initiation,Reactome
Q9NQ50,R-HSA-5389840,Mitochondrial translation elongation,Reactome
Q9NQ50,R-HSA-5419276,Mitochondrial translation termination,Reactome
Q9NQ50,R-HSA-9937383,Mitochondrial ribosome-associated quality control,Reactome
Q9NQT8,hsa:23303,,KEGG
Q9NQT8,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,Reactome
Q9NQT8,R-HSA-983189,Kinesins,Reactome
Q9P2E9,hsa:6238,,KEGG
Q9P2E9,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,Reactome
Q9UKF2,hsa:11085,,KEGG
Q9UKF2,R-HSA-2534343,Interaction With Cumulus Cells And The Zona Pellucida,Reactome
Q06481,hsa:334,,KEGG
Q06481,R-HSA-114608,Platelet degranulation,Reactome
Q06481,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Reactome
Q06481,R-HSA-8957275,Post-translational protein phosphorylation,Reactome
Q9NRA0,hsa:56848,,KEGG
Q9NRA0,R-HSA-1660661,Sphingolipid de novo biosynthesis,Reactome
O75390,hsa:1431,,KEGG
O75390,R-HSA-1268020,Mitochondrial protein import,Reactome
O75390,R-HSA-71403,Citric acid cycle (TCA cycle),Reactome
O75390,R-HSA-9837999,Mitochondrial protein degradation,Reactome
O75390,R-HSA-9854311,Maturation of TCA enzymes and regulation of TCA cycle,Reactome
O75390,,Carbohydrate metabolism; tricarboxylic acid cycle; isocitrate from oxaloacetate: step 1/2,UniProt
O96004,hsa:9421,,KEGG
O96004,R-HSA-9733709,Cardiogenesis,Reactome
P09543,hsa:1267,,KEGG
P09668,hsa:1512,,KEGG
P09668,R-HSA-2132295,MHC class II antigen presentation,Reactome
P09668,R-HSA-5683826,Surfactant metabolism,Reactome
P09668,R-HSA-6798695,Neutrophil degranulation,Reactome
P41252,hsa:3376,,KEGG
P41252,R-HSA-2408522,Selenoamino acid metabolism,Reactome
P41252,R-HSA-379716,Cytosolic tRNA aminoacylation,Reactome
P41252,R-HSA-9856649,Transcriptional and post-translational regulation of MITF-M expression and activity,Reactome
P46089,hsa:2827,,KEGG
Q0VAK6,hsa:56203,,KEGG
Q5T6F0,hsa:25853,,KEGG
Q5T6F0,,Protein modification; protein ubiquitination,UniProt
Q8NHS9,hsa:84690,,KEGG
Q9H4F8,hsa:64093,,KEGG
Q9Y625,hsa:10082,,KEGG
Q9Y625,R-HSA-1971475,Glycosaminoglycan-protein linkage region biosynthesis,Reactome
Q9Y625,R-HSA-2022928,HS-GAG biosynthesis,Reactome
Q9Y625,R-HSA-2024096,HS-GAG degradation,Reactome
Q9Y625,R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type",Reactome
Q9Y625,R-HSA-3560801,Defective B3GAT3 causes JDSSDHD,Reactome
Q9Y625,R-HSA-3656237,Defective EXT2 causes exostoses 2,Reactome
Q9Y625,R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS",Reactome
Q9Y625,R-HSA-4420332,Defective B3GALT6 causes EDSP2 and SEMDJL1,Reactome
Q9Y625,R-HSA-9694614,Attachment and Entry,Reactome
Q9Y625,R-HSA-975634,Retinoid metabolism and transport,Reactome
Q9Y625,R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry,Reactome
Q9Y625,R-HSA-9833110,RSV-host interactions,Reactome
Q15011,hsa:9709,,KEGG
Q15011,R-HSA-380994,ATF4 activates genes in response to endoplasmic reticulum stress,Reactome
Q16204,hsa:8030,,KEGG
Q5BJH7,hsa:90522,,KEGG
Q86UX7,hsa:83706,,KEGG
Q86UX7,R-HSA-114608,Platelet degranulation,Reactome
Q93091,hsa:6039,,KEGG
Q93091,R-HSA-6803157,Antimicrobial peptides,Reactome
Q9H9J2,hsa:65080,,KEGG
Q9H9J2,R-HSA-5368286,Mitochondrial translation initiation,Reactome
Q9H9J2,R-HSA-5389840,Mitochondrial translation elongation,Reactome
Q9H9J2,R-HSA-5419276,Mitochondrial translation termination,Reactome
Q9H9J2,R-HSA-9937383,Mitochondrial ribosome-associated quality control,Reactome
Q9HC21,hsa:60386,,KEGG
Q9HC21,R-HSA-196819,Vitamin B1 (thiamin) metabolism,Reactome
Q9Y399,hsa:51116,,KEGG
Q9Y399,R-HSA-5368286,Mitochondrial translation initiation,Reactome
Q9Y399,R-HSA-5389840,Mitochondrial translation elongation,Reactome
Q9Y399,R-HSA-5419276,Mitochondrial translation termination,Reactome
Q9Y399,R-HSA-9837999,Mitochondrial protein degradation,Reactome
Q9Y399,R-HSA-9937383,Mitochondrial ribosome-associated quality control,Reactome
O15143,hsa:10095,,KEGG
O15143,R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,Reactome
O15143,R-HSA-3928662,EPHB-mediated forward signaling,Reactome
O15143,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,Reactome
O15143,R-HSA-9664422,FCGR3A-mediated phagocytosis,Reactome
O94832,hsa:4642,,KEGG
P35625,hsa:7078,,KEGG
P35625,R-HSA-114608,Platelet degranulation,Reactome
P41218,hsa:4332,,KEGG
P41218,R-HSA-6798695,Neutrophil degranulation,Reactome
P54709,hsa:483,,KEGG
P54709,R-HSA-210991,Basigin interactions,Reactome
P54709,R-HSA-5578775,Ion homeostasis,Reactome
P54709,R-HSA-936837,Ion transport by P-type ATPases,Reactome
P54709,R-HSA-9679191,Potential therapeutics for SARS,Reactome
Q15124,hsa:5239,,KEGG
Q86WG3,hsa:85300,,KEGG
Q8NBD8,hsa:161145,,KEGG
Q93052,hsa:4026,,KEGG
Q93097,hsa:7482,,KEGG
Q93097,R-HSA-3238698,WNT ligand biogenesis and trafficking,Reactome
Q93097,R-HSA-373080,Class B/2 (Secretin family receptors),Reactome
Q96T83,hsa:84679,,KEGG
Q96T83,R-HSA-425986,Sodium/Proton exchangers,Reactome
Q9P2P5,hsa:57520,,KEGG
Q9P2P5,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,Reactome
Q9P2P5,,Protein modification; protein ubiquitination,UniProt
Q9Y6A9,hsa:28972,,KEGG
Q9Y6A9,R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,Reactome
Q9Y6A9,R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",Reactome
Q9Y6A9,R-HSA-400511,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",Reactome
Q9Y6A9,R-HSA-422085,"Synthesis, secretion, and deacylation of Ghrelin",Reactome
Q9Y6A9,R-HSA-9768727,Regulation of CDH1 posttranslational processing and trafficking to plasma membrane,Reactome
Q9Y6A9,R-HSA-9828806,Maturation of hRSV A proteins,Reactome
O43679,hsa:9079,,KEGG
P20810,hsa:831,,KEGG
P20810,R-HSA-1474228,Degradation of the extracellular matrix,Reactome
P20810,R-HSA-8862803,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,Reactome
P27987,hsa:3707,,KEGG
P27987,R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,Reactome
P56706,hsa:7477,,KEGG
P56706,R-HSA-3238698,WNT ligand biogenesis and trafficking,Reactome
P56706,R-HSA-373080,Class B/2 (Secretin family receptors),Reactome
Q02153,hsa:2983,,KEGG
Q02153,R-HSA-392154,Nitric oxide stimulates guanylate cyclase,Reactome
Q02153,R-HSA-445355,Smooth Muscle Contraction,Reactome
Q14244,hsa:9053,,KEGG
Q86XE0,hsa:254122,,KEGG
Q8TBN0,hsa:5866,,KEGG
Q8TBN0,R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,Reactome
Q8WXI2,hsa:22866,,KEGG
Q8WXI2,R-HSA-5674135,MAP2K and MAPK activation,Reactome
Q8WXI2,R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,Reactome
Q8WXI2,R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,Reactome
Q8WXI2,R-HSA-6802952,Signaling by BRAF and RAF1 fusions,Reactome
Q8WXI2,R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,Reactome
Q8WXI2,R-HSA-9649948,Signaling downstream of RAS mutants,Reactome
Q8WXI2,R-HSA-9656223,Signaling by RAF1 mutants,Reactome
Q92765,hsa:2487,,KEGG
Q9BQI5,hsa:84251,,KEGG
Q9BQI5,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,Reactome
Q9BQI5,R-HSA-8856828,Clathrin-mediated endocytosis,Reactome
Q9NQS5,hsa:53831,,KEGG
Q9NQS5,R-HSA-418555,G alpha (s) signalling events,Reactome
Q9NQS5,R-HSA-6798695,Neutrophil degranulation,Reactome
Q9Y4D1,hsa:23002,,KEGG
Q9Y4D1,R-HSA-4086400,PCP/CE pathway,Reactome
Q9Y4D1,R-HSA-5663220,RHO GTPases Activate Formins,Reactome
Q9Y4D1,R-HSA-8980692,RHOA GTPase cycle,Reactome
Q9Y4D1,R-HSA-9013026,RHOB GTPase cycle,Reactome
Q9Y4D1,R-HSA-9013106,RHOC GTPase cycle,Reactome
Q9Y4D1,R-HSA-9013148,CDC42 GTPase cycle,Reactome
P08758,hsa:308,,KEGG
P08758,R-HSA-114608,Platelet degranulation,Reactome
P82650,hsa:56945,,KEGG
P82650,R-HSA-5368286,Mitochondrial translation initiation,Reactome
P82650,R-HSA-5389840,Mitochondrial translation elongation,Reactome
P82650,R-HSA-5419276,Mitochondrial translation termination,Reactome
P82650,R-HSA-9937383,Mitochondrial ribosome-associated quality control,Reactome
Q01629,hsa:10581,,KEGG
Q01629,R-HSA-909733,Interferon alpha/beta signaling,Reactome
Q13571,hsa:7805,,KEGG
Q14195,hsa:1809,,KEGG
Q14195,R-HSA-399956,CRMPs in Sema3A signaling,Reactome
Q7Z2D5,hsa:9890,,KEGG
Q7Z2D5,R-HSA-419408,Lysosphingolipid and LPA receptors,Reactome
Q8N573,hsa:55074,,KEGG
Q96PZ7,hsa:64478,,KEGG
Q9BWU1,hsa:23097,,KEGG
Q9BWU1,R-HSA-1989781,PPARA activates gene expression,Reactome
Q9BWU1,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,Reactome
Q9BWU1,R-HSA-9833110,RSV-host interactions,Reactome
