chebi_id,name,description,formula,mass,charge,monoisotopic_mass,smiles,inchikey,ontology_parents,ontology_parent_ids,kegg_compound_id
CHEBI:57812,CMP-N-acetyl-beta-neuraminate(2-),Dianion of CMP-<em>N</em>-acetyl-β-neuraminate arising from deprotonation of carboxylic acid and phosphate functions; major species at pH 7.3.,,612.438,-2.0,,,,nucleotide-sugar oxoanion,CHEBI:59737,
CHEBI:57834,spermidine(3+),"An ammonium ion that is the trication of spermidine, formed by protonation at all three nitrogens.",,148.274,3.0,,,,ammonium ion derivative; organic cation,CHEBI:35274; CHEBI:25697,
CHEBI:57836,"1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-)","The heptaanion of a 1-phosphatidyl-1<small>D</small>-<i>myo</i>-inositol 3,4,5-trisphosphate; major species at pH 7.3.",,621.103,-7.0,,,,phosphatidylinositol trisphosphate(7-); anionic phospholipid; 1-phosphatidyl-1D-myo-inositol-3-phosphate anion derivative,CHEBI:83193; CHEBI:62643; CHEBI:147335,
CHEBI:57844,L-methionine zwitterion,Zwitterionic form of L-methionine having a anionic carboxy group and a cationic amino group; major species at pH 7.3.,,149.215,0.0,,,,methionine zwitterion,CHEBI:64558,
CHEBI:57856,S-adenosyl-L-homocysteine zwitterion,Zwitterionic form of <em>S</em>-adenosyl-<small>L</small>-homocysteine arising from migration of a proton from the carboxy group to the α-amino group; major species at pH 7.3.,,384.418,0.0,,,,amino-acid zwitterion,CHEBI:35238,
CHEBI:57905,dehydroepiandrosterone sulfate(1-),The conjugate base of 3β-hydroxyandrost-5-en-17-one 3-sulfate arising from deprotonation of the sulfate OH group; major species at pH 7.3.,,367.487,-1.0,,,,steroid sulfate oxoanion,CHEBI:59696,
CHEBI:57912,L-tryptophan zwitterion,An <small>L</small>-α-amino acid zwitterion obtained by transfer of a proton from the carboxy to the amino group of <small>L</small>-tryptophan; major species at pH 7.3.,,204.229,0.0,,,,tryptophan zwitterion; L-alpha-amino acid zwitterion,CHEBI:64554; CHEBI:59869,
CHEBI:57917,4-nitrophenolate,A phenolate anion that is the conjugate base of 4-nitrophenol; major species at pH 7.3.,,138.102,-1.0,,,,phenolate anion,CHEBI:50525,
CHEBI:57925,glutathionate(1-),A peptide anion obtained by deprotonation of both carboxy groups and protonation of the glutamyl amino group of glutathione; major species at pH 7.3.,,306.32,-1.0,,,,peptide anion,CHEBI:60334,
CHEBI:57926,L-threonine zwitterion,Zwitterionic form of <small>L</small>-threonine arising from transfer of a proton from the carboxy to the amino group; major species at pH 7.3.,,119.12,0.0,,,,amino-acid zwitterion,CHEBI:35238,
CHEBI:57939,sphinganine 1-phosphate(1-),The anion resulting from the addition of a proton to the amino group and the removal of the two acidic protons from the phosphate group of sphinganine 1-phosphate.,,380.486,-1.0,,,,sphingoid 1-phosphate(1-),CHEBI:76941,
CHEBI:57945,NADH(2-),Dianion of NADH arising from deprotonation of the two diphosphate OH groups; major species at pH 7.3.,,663.43,-2.0,,,,nucleotide-sugar oxoanion; hydrogen donor,CHEBI:59737; CHEBI:17499,
CHEBI:57947,creatine zwitterion,Zwitterionic form of creatine arising from transfer of a proton from the carboxy to the guanidino group; major species at pH 7.3.,,131.135,0.0,,,,zwitterion,CHEBI:27369,
CHEBI:57959,L-kynurenine zwitterion,Zwitterionic form of <small>L</small>-kynurenine arising from transfer of a proton from the carboxy to the amino group; major species at pH 7.3.,,208.217,0.0,,,,amino-acid zwitterion,CHEBI:35238,
CHEBI:57972,L-alanine zwitterion,Zwitterionic form of <small>L</small>-alanine arising from transfer of a proton from the carboxy to the amino group; major species at pH 7.3.,,89.094,0.0,,,,alanine zwitterion,CHEBI:66916,
CHEBI:57973,leukotriene C4(2-),The leukotriene anion that is the dianion of leukotriene C<small><sub>4</sub></small> arising from deprotonation of the three carboxy groups and protonation of the glutamyl α-amino group.,,623.769,-2.0,,,,leukotriene anion; peptide anion,CHEBI:62942; CHEBI:60334,
CHEBI:58017,5-O-phosphonato-alpha-D-ribofuranosyl diphosphate(5-),Pentaanion of 5-<em>O</em>-phosphono-α-<small>D</small>-ribofuranosyl diphosphate arising from deprotonation of the phosphate and diphosphate OH groups; major species at pH 7.3.,,385.027,-5.0,,,,organophosphate oxoanion,CHEBI:58945,
CHEBI:58048,L-asparagine zwitterion,Zwitterionic form of <small>L</small>-asparagine arising from transfer of a proton from the carboxy to the amino group; major species at pH 7.3.,,132.119,0.0,,,,amino-acid zwitterion,CHEBI:35238,
CHEBI:58053,IMP(2-),A nucleoside 5'-monophosphate(2−) that results from the removal of two protons from the phosphate group of IMP; major species at pH 7.3.,,346.192,-2.0,,,,nucleoside 5'-monophosphate(2-),CHEBI:58043,
CHEBI:58069,CDP(3-),A nucleoside 5'-diphosphate(3−) arising from deprotonation of the three triphosphate OH groups of cytidine 5'-diphosphate (CDP); major species at pH 7.3.,,400.153,-3.0,,,,nucleoside 5'-diphosphate(3-),CHEBI:57930,
CHEBI:58095,L-phenylalanine zwitterion,An amino acid zwitterion arising from transfer of a proton from the carboxy to the amino group of <small>L</small>-phenylalanine; major species at pH 7.3.,,165.192,0.0,,,,amino-acid zwitterion,CHEBI:35238,
CHEBI:58115,guanosine 5'-monophosphate(2-),A nucleoside 5'-monophosphate(2−) that results from the removal of two protons from the phosphate group of GMP.,,361.207,-2.0,,,,nucleoside 5'-monophosphate(2-),CHEBI:58043,
CHEBI:58165,"3',5'-cyclic AMP(1-)","An organophosphate oxoanion that is the conjugate base of 3',5'-cyclic AMP arising from deprotonation of the free phosphate OH group; major species at pH 7.3.",,328.201,-1.0,,,,organophosphate oxoanion,CHEBI:58945,
CHEBI:58189,GDP(3-),A nucleoside 5'-diphosphate(3−) obtained by deprotonation of the three diphosphate OH groups of guanosine 5'-diphosphate (GMP); major species at pH 7.3.,,440.178,-3.0,,,,nucleoside 5'-diphosphate(3-),CHEBI:57930,
CHEBI:58199,L-homocysteine zwitterion,An amino acid zwitterion arising from transfer of a proton from the carboxy to the amino group of <small>L</small>-homocysteine; major species at pH 7.3.,,135.188,0.0,,,,amino-acid zwitterion,CHEBI:35238,
CHEBI:58223,UDP(3-),A nucleoside 5'-diphosphate(3−) arising from deprotonation of the diphosphate OH groups of uridine 5'-diphosphate (UDP); major species at pH 7.3.,,401.137,-3.0,,,,nucleoside 5'-diphosphate(3-),CHEBI:57930,
CHEBI:58225,alpha-D-glucose 6-phosphate(2-),A <small>D</small>-glucopyranose 6-phosphate(2−) obtaned by deprotonation of the phosphate OH groups of α-<small>D</small>-glucose 6-phosphate; major species at pH 7.3.,,258.119,-2.0,,,,D-glucopyranose 6-phosphate(2-),CHEBI:61548,
CHEBI:58245,2'-deoxyadenosine 5'-monophosphate(2-),A 2'-deoxyribonucleoside 5'-monophosphate(2−) obtained by deprotonation of the phosphate OH groups of 2'-deoxyadenosine 5'-monophosphate (dAMP).,,329.209,-2.0,,,,2'-deoxynucleoside 5'-monophosphate(2-); purine 2'-deoxyribonucleoside 5'-phosphate(2-),CHEBI:65317; CHEBI:142198,
CHEBI:58247,beta-D-glucose 6-phosphate(2-),A doubly-charged organophosphate oxoanion arising from deprotonation of the phosphate OH groups of β-<small>D</small>-glucose 6-phosphate; major species at pH 7.3.,,258.119,-2.0,,,,D-glucopyranose 6-phosphate(2-); organophosphate oxoanion,CHEBI:61548; CHEBI:58945,
CHEBI:58272,3-phosphonato-D-glycerate(3-),An organophosphate oxoanion arising from deprotonation of the carboxy and phosphate OH groups of 3-phospho-<small>D</small>-glyceric acid; major species at pH 7.3.,,183.032,-3.0,,,,organophosphate oxoanion; hydroxy monocarboxylic acid anion,CHEBI:58945; CHEBI:36059,
CHEBI:58289,2-phosphonato-D-glycerate(3-),An organophosphate oxoanion arising from deprotonation of the phosphate OH and carboxy groups of 2-phospho-<small>D</small>-glyceric acid; major species at pH 7.3.,,183.032,-3.0,,,,organophosphate oxoanion; hydroxy monocarboxylic acid anion,CHEBI:58945; CHEBI:36059,
CHEBI:58297,glutathione disulfide(2-),A doubly-charged peptide anion arising from deprotonation of the four carboxy groups and protonation of the two amino groups of glutathione disulfide; major species at pH 7.3.,,610.624,-2.0,,,,peptide anion,CHEBI:60334,
CHEBI:58301,taurolithocholic acid sulfate(2-),A steroid sulfate oxoanion arising from deprotonation of both sulfo groups of taurolithocholic acid sulfate; major species at pH 7.3.,,561.763,-2.0,,,,steroid sulfate oxoanion,CHEBI:59696,
CHEBI:58339,3'-phosphonato-5'-adenylyl sulfate(4-),A quadruply-charged organophosphate oxoanion arising from deprotonation of the phosphate and sufate groups of 3'-phosphonato-5'-adenylyl sulfate; major species at pH 7.3.,,503.235,-4.0,,,,organosulfate oxoanion; organophosphate oxoanion,CHEBI:58958; CHEBI:58945,
CHEBI:58349,NADP(3-),An organophosphate oxoanion arising from deprotonation of the phosphate and diphosphate OH groups of NADP<small><sup>+</small></sup>; major species at pH 7.3.,,740.385,-3.0,,,,organophosphate oxoanion; hydrogen acceptor,CHEBI:58945; CHEBI:13193,
CHEBI:58359,L-glutamine zwitterion,An amino acid zwitterion arising from transfer of a proton from the carboxy to the amino group of <small>L</small>-glutamine; major species at pH 7.3.,,146.146,0.0,,,,polar amino acid zwitterion; amino-acid zwitterion,CHEBI:62031; CHEBI:35238,
CHEBI:58392,"alpha-D-glucose 1,6-bisphosphate(4-)","A quadruply-charged organophosphate oxoanion arising from deprotonation of the phosphate OH groups of α-<small>D</small>-glucose 1,6-bisphosphate; major species at pH 7.3.",,336.082,-4.0,,,,organophosphate oxoanion,CHEBI:58945,
CHEBI:58401,1D-myo-inositol 3-phosphate(2-),The dianion of 1<small>D</small>-<i>myo</i>-inositol 3-phosphate.,,258.119,-2.0,,,,myo-inositol phosphate(2-); inositol phosphate oxoanion,CHEBI:84139; CHEBI:76301,
CHEBI:58409,alpha-D-mannose 1-phosphate(2-),An organophosphate oxoanion that is the dianion of α-<small>D</small>-mannose 1-phosphate.,,258.119,-2.0,,,,organophosphate oxoanion,CHEBI:58945,
CHEBI:58414,"1D-myo-inositol 1,3,4-trisphosphate(6-)","The hexaanion of 1<small>D</small>-<i>myo</i>-inositol 1,3,4-trisphosphate.",,414.045,-6.0,,,,inositol phosphate oxoanion,CHEBI:76301,
CHEBI:58433,1D-myo-inositol 1-phosphate(2-),An organophosphate oxoanion that is the dianion of 1<small>D</small>-<i>myo</i>-inositol 1-phosphate.,,258.119,-2.0,,,,myo-inositol phosphate(2-); inositol phosphate oxoanion; monosaccharide 1-phosphate(2-),CHEBI:84139; CHEBI:76301; CHEBI:140358,
CHEBI:58437,deamido-NAD(2-),Dianion of deamido-NAD<small><sup>+</small></sup> arising from deprotonation of phosphate and carboxylic acid functions.,,662.398,-2.0,,,,organophosphate oxoanion,CHEBI:58945,
CHEBI:58441,L-2-aminopentanoic acid zwitterion,An <small>L</small>-α-amino acid zwitterion obtained from <small>L</small>-2-aminopentanoic acid by transfer of a proton from the carboxy group to the amino group. It is the major species at pH 7.3.,,117.148,0.0,,,,L-alpha-amino acid zwitterion,CHEBI:59869,
CHEBI:58535,N(8)-acetylspermidinium(2+),The dication of <em>N</em><small><sup>8</small></sup>-acetylspermidine.,,189.303,2.0,,,,ammonium ion derivative,CHEBI:35274,
CHEBI:58539,L-dehydroascorbate,"An organic anion and the conjugate base of <small>L</small>-dehydroascorbic acid, arising from deprotonation of the acidic C2-position.",,173.1,-1.0,,,,organic anion,CHEBI:25696,
CHEBI:58562,"all-cis-5,8,11,14,17-icosapentaenoate","An icosapentaenoate that is the conjugate base of <i>all</i>-<i>cis</i>-5,8,11,14,17-icosapentaenoic acid, arising from deprotonation of the carboxylic acid group.",,301.45,-1.0,,,,icosapentaenoate,CHEBI:61330,
CHEBI:58593,dCDP(3-),A 2'-deoxyribonucleoside 5'-diphosphate obtained by deprotonation of the diphosphate OH groups of 2'-deoxycytidine 5'-diphosphate (dCDP).,,384.154,-3.0,,,,2'-deoxyribonucleoside 5'-diphosphate(3-),CHEBI:73316,
CHEBI:58595,dGDP(3-),A 2'-deoxyribonucleoside 5'-diphosphate obtained by deprotonation of the diphosphate OH groups of dGDP.,,424.179,-3.0,,,,2'-deoxyribonucleoside 5'-diphosphate(3-),CHEBI:73316,
CHEBI:58601,alpha-D-glucose 1-phosphate(2-),"An organophosphate oxoanion that is the dianion of α-<small>D</small>-glucose 1-phosphate, obtained by deprotonation of the phosphate OH groups.",,258.119,-2.0,,,,organophosphate oxoanion; monosaccharide 1-phosphate(2-),CHEBI:58945; CHEBI:140358,
CHEBI:58702,phosphonatoenolpyruvate,An organophosphate oxoanion obtained by deprotonation of the carboxy and phosphate groups of phospho<em>enol</em>pyruvic acid.,,165.017,-3.0,,,,organophosphate oxoanion; monocarboxylic acid anion,CHEBI:58945; CHEBI:35757,
CHEBI:58735,D-mannopyranose 6-phosphate(2-),A <small>D</small>-hexopyranose 6-phosphate(2−) that is the dianion of <small>D</small>-mannopyranose 6-phosphate arising from deprotonation of the phosphate function.,,258.119,-2.0,,,,D-hexopyranose 6-phosphate(2-),CHEBI:61567,
CHEBI:58759,6-phosphonatooxy-D-gluconate,An organophosphate oxoanion that is a trianion arising from deprotonation of phosphate and carboxylic acid functions of 6-phospho-<small>D</small>-gluconic acid.,,273.11,-3.0,,,,carbohydrate acid derivative anion; organophosphate oxoanion; monocarboxylic acid anion,CHEBI:63551; CHEBI:58945; CHEBI:35757,
CHEBI:58937,thiamine(1+) diphosphate(3-),Dianion of thiamine(1+) diphosphate arising from deprotonation of the three OH groups of the diphosphate.,,422.296,-2.0,,,,organophosphate oxoanion; vitamin B1,CHEBI:58945; CHEBI:26948,
CHEBI:58938,thiamine(1+) triphosphate(4-),Trianion of thiamine(1+) diphosphate arising from deprotonation of the four OH groups of the triphosphate.,,501.267,-3.0,,,,organophosphate oxoanion; vitamin B1,CHEBI:58945; CHEBI:26948,
CHEBI:59338,methylammonium,The conjugate acid of methylamine; major species at pH 7.3.,,32.066,1.0,,,,ammonium ion derivative,CHEBI:35274,
CHEBI:597326,pyridoxal 5'-phosphate(2-),The dianion resulting from the removal of two protons from the phosphate group of pyridoxal 5'-phosphate.,,245.127,-2.0,,,,vitamin B6 phosphate anion,CHEBI:176894,
CHEBI:59776,D-glyceraldehyde 3-phosphate(2-),Dianion of <small>D</small>-glyceraldehyde 3-phosphate arising from deprotonation of both OH groups of the phosphate.,,168.041,-2.0,,,,organophosphate oxoanion,CHEBI:58945,
CHEBI:59888,gamma-aminobutyric acid zwitterion,Zwitterionic form of γ-aminobutyric acid having an anionic carboxy group and a protonated amino group.,,103.121,0.0,,,,amino-acid zwitterion,CHEBI:35238,
CHEBI:59905,dopaminium(1+),An ammonium ion that is the conjugate acid of dopamine; major species at pH 7.3.,,154.189,1.0,,,,ammonium ion derivative,CHEBI:35274,
CHEBI:59996,"1,2-diacyl-sn-glycerol 3-diphosphate(3-)","Trianion of 1,2-diacyl-<em>sn</em>-glycerol 3-diphosphate arising from deprotonation of the diphosphate OH groups.",,303.034,-3.0,,,,anionic phospholipid,CHEBI:62643,
CHEBI:60039,L-proline zwitterion,The zwitterion formed from <small>L</small>-proline by proton transfer from the carboxy group to the ring nitrogen. It is the predominant species at physiological pH.,,115.132,0.0,,,,amino-acid zwitterion,CHEBI:35238,
CHEBI:60332,alpha-D-mannose 6-phosphate(2-),Dianion of α-<small>D</small>-mannose 6-phosphate; major species at pH 7.3.,,258.119,-2.0,,,,organophosphate oxoanion; D-mannopyranose 6-phosphate(2-),CHEBI:58945; CHEBI:58735,
CHEBI:60344,ferroheme b(2-),Dicarboxylate anion of ferroheme <em>b</em>; major species at pH 7.3.,,614.483,-2.0,,,,cyclic tetrapyrrole anion; dicarboxylic acid dianion,CHEBI:58941; CHEBI:28965,
CHEBI:606564,prostaglandin E2(1-),The conjugate base of prostaglandin E<small><sub>2</sub></small>; major species at pH 7.3.,,351.463,-1.0,,,,prostaglandin carboxylic acid anion,CHEBI:59326,
CHEBI:60837,"2',3'-cyclic GMP(1-)","A 2',3'-cyclic nucleotide(1−) which is obtained from 2',3'-cyclic GMP by removal of a proton from the cyclic phosphate group.",,344.2,-1.0,,,,"2',3'-cyclic nucleotide(1-)",CHEBI:66954,
CHEBI:61085,3-sulfino-L-alanine(1-),"An α-amino-acid anion that is the conjugate base of 3-sulfino-<small>L</small>-alanine, arising from deprotonation of the sulfino and carboxy groups and protonation of the amino group; major species at pH 7.3.",,152.151,-1.0,,,,alpha-amino-acid anion,CHEBI:33558,
CHEBI:61404,dATP(4-),"A 2'-deoxyribonucleoside 5'-triphosphate(4−) that is the tetraanion of 2'-deoxyadenosine 5'-triphosphate (dATP), arising from deprotonation of the four triphosphate OH groups; major species at pH 7.3.",,487.151,-4.0,,,,2'-deoxyribonucleoside 5'-triphosphate(4-),CHEBI:61560,
CHEBI:61429,dGTP(4-),"A 2'-deoxyribonucleoside 5'-triphosphate(4−) that is the tetraanion of 2'-deoxyguanosine 5'-triphosphate (dGTP), arising from deprotonation of the four triphosphate OH groups; major species at pH 7.3.",,503.15,-4.0,,,,2'-deoxyribonucleoside 5'-triphosphate(4-),CHEBI:61560,
CHEBI:61481,dCTP(4-),A 2'-deoxyribonucleoside 5'-triphosphate(4−) arising from deprotonation of the triphosphate OH groups of 2'-deoxycytidine 5'-triphosphate (dCTP); major species at pH 7.3.,,463.125,-4.0,,,,2'-deoxyribonucleoside 5'-triphosphate(4-),CHEBI:61560,
CHEBI:61526,(E)-hexadec-2-enoyl-CoA(4-),A hexadecenoyl-CoA(4−) obtained by deprotonation of the phosphate and diphosphate OH groups of (<i>E</i>)-hexadec-2-enoyl-CoA; major species at pH 7.3.,,999.908,-4.0,,,,"2,3-trans-enoyl CoA(4-); hexadecenoyl-CoA(4-)",CHEBI:58856; CHEBI:139572,
CHEBI:61548,D-glucopyranose 6-phosphate(2-),An organophosphate oxoanion resulting from deprotonation of the phosphate OH groups of <small>D</small>-glucopyranose 6-phosphate; major species at pH 7.3.,,258.119,-2.0,,,,D-hexopyranose 6-phosphate(2-),CHEBI:61567,
CHEBI:61694,L-cysteinylglycine zwitterion,The zwitterion of <small>L</small>-cysteinylglycine resulting from the transfer of a proton from the hydroxy group of glycine to the amino group of cysteine. Major microspecies at pH 7.3.,,178.213,0.0,,,,dipeptide zwitterion,CHEBI:90799,
CHEBI:62226,L-selenocystathionine zwitterion,An amino acid zwitterion arising from transfer of two protons from the carboxy to the amino groups of <small>L</small>-selenocystathionine; major species at pH 7.3.,,269.159,0.0,,,,amino-acid zwitterion,CHEBI:35238,
CHEBI:62613,(S)-3-hydroxypalmitoyl-CoA(4-),An acyl-CoA oxoanion arising from deprotonation of the phosphate and diphosphate OH groups of (<i>S</i>)-3-hydroxypalmitoyl-CoA; principal microspecies at pH 7.3.,,1017.923,-4.0,,,,long-chain (3S)-hydroxy fatty acyl-CoA(4-),CHEBI:136757,
CHEBI:62619,3-oxooctanoyl-CoA(4-),An acyl-CoA(4−) oxoanion arising from deprotonation of the phosphate and diphosphate OH groups of 3-oxooctanoyl-CoA; major species at pH 7.3.,,903.691,-4.0,,,,3-oxo-fatty acyl-CoA(4-),CHEBI:57347,
CHEBI:63410,all-trans-retinyl ester,A retintinyl ester in which all double bonds of the retinyl side-chain have <i>trans</i>-configuration.,,313.454,0.0,,,,retinyl ester; vitamin A,CHEBI:16179; CHEBI:12777,C02075
CHEBI:63867,N-(hexanoyl)sphing-4-enine,An <em>N</em>-acylsphingosine consisting of sphing-4-enine bearing a hexanoyl group on nitrogen.,,397.644,0.0,,,,N-acylsphingosine,CHEBI:52639,
CHEBI:64124,phytosphingosine(1+),"A cationic sphingoid that is the conjugate acid of phytosphingosine, obtained by protonation of the primary amino function; major species at pH 7.3.",,318.522,1.0,,,,sphingoid base(1+),CHEBI:84410,
CHEBI:64294,7-ketocholesterol,A cholestanoid that consists of cholesterol bearing an oxo substituent at position 7.,,400.647,0.0,,,,cholestanoid; 7-oxo steroid; 3beta-sterol; 3beta-hydroxy-Delta(5)-steroid,CHEBI:50401; CHEBI:47789; CHEBI:35348; CHEBI:1722,
CHEBI:64489,1-myristoyl-sn-glycero-3-phosphocholine,A lysophosphatidylcholine 14:0 in which the acyl group specified is myristoyl. The major species at pH 7.3.,,467.584,0.0,,,,tetradecanoate ester; lysophosphatidylcholine 14:0; 1-O-acyl-sn-glycero-3-phosphocholine,CHEBI:87691; CHEBI:64483; CHEBI:58168,
CHEBI:64496,lysophosphatidylcholine O-16:0/0:0,A lysophosphatidylcholine O-16:0e in which the hexadecyl group at C-1 contains 16 carbons of which none are unsaturated.,,481.655,0.0,,,,lysophosphatidylcholine O-16:0; 1-alkyl-sn-glycero-3-phosphocholine,CHEBI:64593; CHEBI:30909,
CHEBI:64563,lysophosphatidylcholine 16:0,A lysophosphatidylcholine in which the acyl group has a fully saturated C<small><sub>16</sub></small> chain and is attached to the glycero moiety at either position 1 or 2.,,495.332,0.0,,,,lysophosphatidylcholine,CHEBI:60479,
CHEBI:64683,1-acyl-sn-glycerol,A 1-monoglyceride in which the glycerol moiety has <em>sn</em> stereochemistry.,,119.096,0.0,,,,1-monoglyceride,CHEBI:35759,
CHEBI:64839,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphate(2-),An anionic phospholipid obtained by deprotonation of the phosphate OH groups of 1-palmitoyl-2-oleoyl-<em>sn</em>-glycero-3-phosphate; major species at pH 7.3.,,672.925,-2.0,,,,"1,2-diacyl-sn-glycerol 3-phosphate(2-)",CHEBI:58608,
CHEBI:65073,C20 3-dehydrosphinganine(1+),"A cationic sphingoid that is the conjugate acid of C<small><sub>20</sub></small> 3-dehydrosphinganine, obtained by protonation of the primary amino function; major species at pH 7.3.",,328.561,1.0,,,,3-dehydrosphingoid base(1+),CHEBI:84411,
CHEBI:65211,"1,2-dilauroyl-sn-glycero-3-phosphocholine",A phosphatidylcholine 24:0 in which the acyl groups at positions 1 and 2 are specified as lauroyl (dodecanoyl).,,621.837,0.0,,,,dodecanoate ester; phosphatidylcholine 24:0,CHEBI:87659; CHEBI:85564,
CHEBI:66914,UDP-alpha-D-galactose(2-),A UDP-<small>D</small>-galactose(2−) in which the anomeric centre of the galactose moiety has α-configuration.,,564.286,-2.0,,,,UDP-D-galactose(2-); UDP-monosaccharide(2-),CHEBI:58439; CHEBI:140359,
CHEBI:66954,"2',3'-cyclic nucleotide(1-)","An organophosphate oxoanion obtained by deprotonation of the phosphate OH group of any 2',3'-cyclic nucleotide.",,194.079,-1.0,,,,organophosphate oxoanion,CHEBI:58945,
CHEBI:67021,N-docosanoylsphinganine,A dihydroceramide in which the ceramide <em>N</em>-acyl group is specified as docosanoyl (behenoyl).,,624.092,0.0,,,,N-acylsphinganine,CHEBI:31488,
CHEBI:67027,N-eicosanoylsphinganine,A dihydroceramide in which the ceramide <em>N</em>-acyl group is specified as eicosanoyl,,596.038,0.0,,,,N-acylsphinganine,CHEBI:31488,
CHEBI:67033,N-octodecanoylsphinganine,A dihydroceramide in which the ceramide <em>N</em>-acyl group is specified as octadecanoyl (stearoyl).,,567.984,0.0,,,,N-acylsphinganine; N-stearoyl-sphingoid base,CHEBI:31488; CHEBI:144711,
CHEBI:67042,N-hexadecanoylsphinganine,A dihydroceramide in which the ceramide <em>N</em>-acyl group is specified as hexadecanoyl (palmitoyl).,,539.93,0.0,,,,N-acylsphinganine; N-palmitoyl-sphingoid base; Cer(d34:0),CHEBI:31488; CHEBI:144703; CHEBI:137568,
CHEBI:67045,N-tetradecanoylsphinganine,A dihydroceramide in which the ceramide <em>N</em>-acyl group is specified as tetradecanoyl (myristoyl).,,511.876,0.0,,,,N-acylsphinganine,CHEBI:31488,
CHEBI:67111,N-acyl-1-deoxysphinganine,A ceramide which consists of 1-deoxysphinganine in which one of the hydrogens of the amino group is substituteby a fatty acyl group.,,312.511,0.0,,,,ceramide,CHEBI:17761,
CHEBI:67138,UDP-N-acetyl-alpha-D-galactosamine(2-),A UDP-<em>N</em>-acetyl-<small>D</small>-galactosamine(2−) in which the anomeric centre of the galactosamine moiety has α-configuration; major species at pH 7.3.,,605.339,-2.0,,,,UDP-N-acetyl-D-galactosamine(2-); UDP-monosaccharide(2-),CHEBI:57847; CHEBI:140359,
CHEBI:67143,pppA2'p5'A2'p5'A,An oligonucleotide comprised of three adenosine residues linked 2'→5' and with a triphosphate group at the 5' terminus.,,1159.552,-6.0,,,,oligonucleotide,CHEBI:7754,
CHEBI:68688,"alpha-D-ribose 1,5-bisphosphate(4-)","A <small>D</small>-ribose 1,5-diphosphate(4−) in which the anomeric centre has α-configuration.",,306.056,-4.0,,,,"D-ribose 1,5-bisphosphate(4-)",CHEBI:58345,
CHEBI:71009,hexadecasphinganine(1+),"A cationic sphingoid that is the conjugate acid of hexadecasphinganine, obtained by protonation of the primary amino function; major species at pH 7.3.",,274.469,1.0,,,,sphingoid base(1+),CHEBI:84410,
CHEBI:71201,xanthurenate,"A quinolinemonocarboxylate that is the conjugate base of xanthurenic acid, obtained by deprotonation of the carboxy group.",,204.161,-1.0,,,,quinolinemonocarboxylate,CHEBI:38773,C02470
CHEBI:71406,(R)-adrenaline(1+),"An organic cation that is the conjugate acid of (<i>R</i>)-adrenaline, obtained by protonation of the amino group; major species at pH 7.3.",,184.215,1.0,,,,ammonium ion derivative; organic cation,CHEBI:35274; CHEBI:25697,
CHEBI:71464,palmitoyl ethanolamide,An <em>N</em>-(long-chain-acyl)ethanolamine that is the ethanolamide of palmitic (hexadecanoic) acid.,,299.499,0.0,,,,N-(saturated fatty acyl)ethanolamine; endocannabinoid; N-(long-chain-acyl)ethanolamine,CHEBI:85283; CHEBI:67197; CHEBI:15897,C16512
CHEBI:71465,palmitoleoyl ethanolamide,An <em>N</em>-acylethanolamine 16:1 that is the ethanolamide of palmitoleic acid.,,297.483,0.0,,,,endocannabinoid; N-acylethanolamine 16:1,CHEBI:67197; CHEBI:134156,
CHEBI:71466,oleoyl ethanolamide,An <em>N</em>-(long-chain-acyl)ethanolamine that is the ethanolamide of oleic acid. The monounsaturated analogue of the endocannabinoid anandamide.,,325.537,0.0,,,,endocannabinoid; N-(long-chain-acyl)ethanolamine; N-acylethanolamine 18:1,CHEBI:67197; CHEBI:15897; CHEBI:134158,
CHEBI:72587,(R)-noradrenaline(1+),"An organic cation that is the conjugate acid of (<i>R</i>)-noradrenaline, obtained by protonation of the primary amino group; major species at pH 7.3.",,170.188,1.0,,,,noradrenaline(1+),CHEBI:166902,
CHEBI:72745,(E)-hexadec-2-enoate,"A straight-chain unsaturated fatty acid anion that is the conjugate base of (<i>E</i>)-hexadec-2-enoic acid, obtained by deprotonation of the carboxy group.",,253.406,-1.0,,,,straight-chain fatty acid anion; long-chain fatty acid anion; unsaturated fatty acid anion,CHEBI:59203; CHEBI:57560; CHEBI:2580,
CHEBI:72859,"1,2-dihexadecanoyl-sn-glycerol-3-phosphate(2-)",A 1-acyl-2-hexadecanoyl-<em>sn</em>-glycero-3-phosphate(2−) in which the 1-acyl group is also hexadecanoyl; major species at pH 7.3.,,646.887,-2.0,,,,1-acyl-2-hexadecanoyl-sn-glycero-3-phosphate(2-),CHEBI:64862,
CHEBI:72860,"1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphate(2-)","A 1,2-diacyl-<em>sn</em>-glycerol 3-phosphate(2−) in which the 1- and 2-acyl groups are specified as hexadecanoyl (palmitoyl) and 9<i>Z</i>,12<i>Z</i>-octadecadienoyl (linoleoyl) respectively; major species at pH 7.3.",,670.909,-2.0,,,,"1,2-diacyl-sn-glycerol 3-phosphate(2-)",CHEBI:58608,
CHEBI:72956,N-dodecanoylsphingosine,A <em>N</em>-acylsphingosine in which the ceramide <em>N</em>-acyl group is specified as dodecanoyl (lauroyl).,,481.806,0.0,,,,N-acylsphingosine,CHEBI:52639,
